"Notes"	"Age Group"	"Age Group Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1987"	"1987"	1358	2819525	48.2
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1988"	"1988"	1514	2863446	52.9
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1989"	"1989"	1454	2891548	50.3
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1990"	"1990"	1441	2904769	49.6
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1991"	"1991"	1418	2935364	48.3
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1992"	"1992"	1379	2938265	46.9
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1993"	"1993"	1388	2940116	47.2
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1994"	"1994"	1317	2928312	45.0
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1995"	"1995"	1228	2922374	42.0
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	1129	2933402	38.5
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	1025	2928982	35.0
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1998"	"1998"	922	2913772	31.6
	"25-34 years"	"25-34"	"Female"	"F"	"Other Race"	"2131-1"	"1979"	"1979"	152	464000	32.8
	"25-34 years"	"25-34"	"Female"	"F"	"Other Race"	"2131-1"	"1980"	"1980"	203	536691	37.8
	"25-34 years"	"25-34"	"Female"	"F"	"Other Race"	"2131-1"	"1981"	"1981"	214	604805	35.4
	"25-34 years"	"25-34"	"Female"	"F"	"Other Race"	"2131-1"	"1982"	"1982"	180	647907	27.8
	"25-34 years"	"25-34"	"Female"	"F"	"Other Race"	"2131-1"	"1983"	"1983"	177	684723	25.8
	"25-34 years"	"25-34"	"Female"	"F"	"Other Race"	"2131-1"	"1984"	"1984"	165	719889	22.9
	"25-34 years"	"25-34"	"Female"	"F"	"Other Race"	"2131-1"	"1985"	"1985"	202	757444	26.7
	"25-34 years"	"25-34"	"Female"	"F"	"Other Race"	"2131-1"	"1986"	"1986"	229	794634	28.8
	"25-34 years"	"25-34"	"Female"	"F"	"Other Race"	"2131-1"	"1987"	"1987"	184	831843	22.1
	"25-34 years"	"25-34"	"Female"	"F"	"Other Race"	"2131-1"	"1988"	"1988"	214	869450	24.6
	"25-34 years"	"25-34"	"Female"	"F"	"Other Race"	"2131-1"	"1989"	"1989"	210	908583	23.1
	"25-34 years"	"25-34"	"Female"	"F"	"Other Race"	"2131-1"	"1990"	"1990"	222	934865	23.7
	"25-34 years"	"25-34"	"Female"	"F"	"Other Race"	"2131-1"	"1991"	"1991"	225	982253	22.9
	"25-34 years"	"25-34"	"Female"	"F"	"Other Race"	"2131-1"	"1992"	"1992"	219	1021440	21.4
	"25-34 years"	"25-34"	"Female"	"F"	"Other Race"	"2131-1"	"1993"	"1993"	274	1060333	25.8
	"25-34 years"	"25-34"	"Female"	"F"	"Other Race"	"2131-1"	"1994"	"1994"	234	1093683	21.4
	"25-34 years"	"25-34"	"Female"	"F"	"Other Race"	"2131-1"	"1995"	"1995"	240	1133403	21.2
	"25-34 years"	"25-34"	"Female"	"F"	"Other Race"	"2131-1"	"1996"	"1996"	240	1177591	20.4
	"25-34 years"	"25-34"	"Female"	"F"	"Other Race"	"2131-1"	"1997"	"1997"	232	1226757	18.9
	"25-34 years"	"25-34"	"Female"	"F"	"Other Race"	"2131-1"	"1998"	"1998"	257	1262887	20.4
	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	"1979"	"1979"	4637	15535000	29.8
	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	"1980"	"1980"	4748	15896091	29.9
	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	"1981"	"1981"	4934	16565072	29.8
	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	"1982"	"1982"	4651	16676461	27.9
	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	"1983"	"1983"	4629	16936125	27.3
	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	"1984"	"1984"	4615	17184732	26.9
	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	"1985"	"1985"	4541	17434546	26.0
	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	"1986"	"1986"	4777	17655853	27.1
	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	"1987"	"1987"	4971	17790310	27.9
	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	"1988"	"1988"	4950	17850078	27.7
	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	"1989"	"1989"	4947	17829834	27.7
	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	"1990"	"1990"	4714	17756776	26.5
	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	"1991"	"1991"	4474	17667493	25.3
	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	"1992"	"1992"	4219	17478973	24.1
	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	"1993"	"1993"	4380	17252941	25.4
	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	"1994"	"1994"	4189	17057964	24.6
	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	"1995"	"1995"	4234	16875115	25.1
	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	"1996"	"1996"	4103	16693415	24.6
	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	"1997"	"1997"	3927	16413044	23.9
	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	"1998"	"1998"	3852	16089859	23.9
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1979"	"1979"	5014	1886000	265.9
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1980"	"1980"	5207	1967134	264.7
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	5217	2105073	247.8
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1982"	"1982"	5035	2185637	230.4
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1983"	"1983"	4531	2259657	200.5
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1984"	"1984"	4615	2329374	198.1
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1985"	"1985"	4653	2391473	194.6
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1986"	"1986"	5310	2451856	216.6
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1987"	"1987"	5120	2506814	204.2
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1988"	"1988"	5507	2549821	216.0
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1989"	"1989"	5565	2579345	215.8
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1990"	"1990"	5751	2592489	221.8
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	5666	2624463	215.9
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1992"	"1992"	5162	2635039	195.9
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1993"	"1993"	5273	2635022	200.1
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1994"	"1994"	5008	2625474	190.7
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1995"	"1995"	4650	2621984	177.3
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1996"	"1996"	4338	2634776	164.6
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1997"	"1997"	4140	2633414	157.2
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1998"	"1998"	3859	2620914	147.2
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1979"	"1979"	508	403000	126.1
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1980"	"1980"	518	475052	109.0
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1981"	"1981"	491	542020	90.6
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1982"	"1982"	506	585742	86.4
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1983"	"1983"	526	624760	84.2
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1984"	"1984"	482	663252	72.7
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1985"	"1985"	565	703040	80.4
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1986"	"1986"	624	743707	83.9
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1987"	"1987"	618	785711	78.7
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1988"	"1988"	656	827091	79.3
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1989"	"1989"	668	871349	76.7
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1990"	"1990"	673	900487	74.7
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1991"	"1991"	730	950925	76.8
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1992"	"1992"	670	987354	67.9
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1993"	"1993"	680	1019698	66.7
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1994"	"1994"	725	1045984	69.3
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1995"	"1995"	728	1078693	67.5
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1996"	"1996"	712	1116914	63.7
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1997"	"1997"	688	1154948	59.6
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1998"	"1998"	675	1182394	57.1
	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"1979"	"1979"	18298	15573000	117.5
	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"1980"	"1980"	19397	15939717	121.7
	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"1981"	"1981"	19842	16671082	119.0
	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"1982"	"1982"	18424	16823681	109.5
	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"1983"	"1983"	18057	17126696	105.4
	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"1984"	"1984"	18199	17417262	104.5
	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"1985"	"1985"	18142	17698442	102.5
	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"1986"	"1986"	19146	17958527	106.6
	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"1987"	"1987"	18446	18106409	101.9
	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"1988"	"1988"	18487	18170247	101.7
	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"1989"	"1989"	18190	18155729	100.2
	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"1990"	"1990"	17989	18071340	99.5
	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"1991"	"1991"	17211	18063504	95.3
	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"1992"	"1992"	16426	17935899	91.6
	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"1993"	"1993"	16496	17744286	93.0
	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"1994"	"1994"	16040	17578137	91.2
	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"1995"	"1995"	15589	17420554	89.5
	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"1996"	"1996"	14355	17253207	83.2
	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"1997"	"1997"	14049	16987818	82.7
	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"1998"	"1998"	13144	16686686	78.8
	"35-44 years"	"35-44"	"Female"	"F"	"Black or African American"	"2054-5"	"1979"	"1979"	662	1458000	45.4
	"35-44 years"	"35-44"	"Female"	"F"	"Black or African American"	"2054-5"	"1980"	"1980"	681	1487812	45.8
	"35-44 years"	"35-44"	"Female"	"F"	"Black or African American"	"2054-5"	"1981"	"1981"	642	1530190	42.0
	"35-44 years"	"35-44"	"Female"	"F"	"Black or African American"	"2054-5"	"1982"	"1982"	656	1600579	41.0
	"35-44 years"	"35-44"	"Female"	"F"	"Black or African American"	"2054-5"	"1983"	"1983"	630	1667462	37.8
	"35-44 years"	"35-44"	"Female"	"F"	"Black or African American"	"2054-5"	"1984"	"1984"	648	1746846	37.1
	"35-44 years"	"35-44"	"Female"	"F"	"Black or African American"	"2054-5"	"1985"	"1985"	697	1827634	38.1
	"35-44 years"	"35-44"	"Female"	"F"	"Black or African American"	"2054-5"	"1986"	"1986"	715	1920837	37.2
	"35-44 years"	"35-44"	"Female"	"F"	"Black or African American"	"2054-5"	"1987"	"1987"	781	2007211	38.9
	"35-44 years"	"35-44"	"Female"	"F"	"Black or African American"	"2054-5"	"1988"	"1988"	874	2094392	41.7
	"35-44 years"	"35-44"	"Female"	"F"	"Black or African American"	"2054-5"	"1989"	"1989"	933	2194611	42.5
	"35-44 years"	"35-44"	"Female"	"F"	"Black or African American"	"2054-5"	"1990"	"1990"	900	2278832	39.5
	"35-44 years"	"35-44"	"Female"	"F"	"Black or African American"	"2054-5"	"1991"	"1991"	1013	2431756	41.7
	"35-44 years"	"35-44"	"Female"	"F"	"Black or African American"	"2054-5"	"1992"	"1992"	1030	2529967	40.7
	"35-44 years"	"35-44"	"Female"	"F"	"Black or African American"	"2054-5"	"1993"	"1993"	1104	2621893	42.1
	"35-44 years"	"35-44"	"Female"	"F"	"Black or African American"	"2054-5"	"1994"	"1994"	1155	2708197	42.6
	"35-44 years"	"35-44"	"Female"	"F"	"Black or African American"	"2054-5"	"1995"	"1995"	1187	2785673	42.6
	"35-44 years"	"35-44"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	1187	2855521	41.6
	"35-44 years"	"35-44"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	1170	2923476	40.0
	"35-44 years"	"35-44"	"Female"	"F"	"Black or African American"	"2054-5"	"1998"	"1998"	1195	2984697	40.0
	"35-44 years"	"35-44"	"Female"	"F"	"Other Race"	"2131-1"	"1979"	"1979"	104	301000	34.6
	"35-44 years"	"35-44"	"Female"	"F"	"Other Race"	"2131-1"	"1980"	"1980"	115	345585	33.3
	"35-44 years"	"35-44"	"Female"	"F"	"Other Race"	"2131-1"	"1981"	"1981"	132	390178	33.8
	"35-44 years"	"35-44"	"Female"	"F"	"Other Race"	"2131-1"	"1982"	"1982"	112	432572	25.9
	"35-44 years"	"35-44"	"Female"	"F"	"Other Race"	"2131-1"	"1983"	"1983"	119	475825	25.0
	"35-44 years"	"35-44"	"Female"	"F"	"Other Race"	"2131-1"	"1984"	"1984"	118	522305	22.6
	"35-44 years"	"35-44"	"Female"	"F"	"Other Race"	"2131-1"	"1985"	"1985"	139	570295	24.4
	"35-44 years"	"35-44"	"Female"	"F"	"Other Race"	"2131-1"	"1986"	"1986"	162	620618	26.1
	"35-44 years"	"35-44"	"Female"	"F"	"Other Race"	"2131-1"	"1987"	"1987"	154	668396	23.0
	"35-44 years"	"35-44"	"Female"	"F"	"Other Race"	"2131-1"	"1988"	"1988"	168	718877	23.4
	"35-44 years"	"35-44"	"Female"	"F"	"Other Race"	"2131-1"	"1989"	"1989"	191	771662	24.8
	"35-44 years"	"35-44"	"Female"	"F"	"Other Race"	"2131-1"	"1990"	"1990"	160	812160	19.7
	"35-44 years"	"35-44"	"Female"	"F"	"Other Race"	"2131-1"	"1991"	"1991"	206	874254	23.6
	"35-44 years"	"35-44"	"Female"	"F"	"Other Race"	"2131-1"	"1992"	"1992"	177	920487	19.2
	"35-44 years"	"35-44"	"Female"	"F"	"Other Race"	"2131-1"	"1993"	"1993"	174	966175	18.0
	"35-44 years"	"35-44"	"Female"	"F"	"Other Race"	"2131-1"	"1994"	"1994"	204	1007513	20.2
	"35-44 years"	"35-44"	"Female"	"F"	"Other Race"	"2131-1"	"1995"	"1995"	212	1050116	20.2
	"35-44 years"	"35-44"	"Female"	"F"	"Other Race"	"2131-1"	"1996"	"1996"	215	1095252	19.6
	"35-44 years"	"35-44"	"Female"	"F"	"Other Race"	"2131-1"	"1997"	"1997"	239	1138717	21.0
	"35-44 years"	"35-44"	"Female"	"F"	"Other Race"	"2131-1"	"1998"	"1998"	218	1182462	18.4
	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"1979"	"1979"	3505	11042000	31.7
	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"1980"	"1980"	3405	11231594	30.3
	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"1981"	"1981"	3445	11522519	29.9
	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"1982"	"1982"	3442	12231142	28.1
	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"1983"	"1983"	3371	12741961	26.5
	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"1984"	"1984"	3535	13236389	26.7
	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"1985"	"1985"	3590	13699109	26.2
	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"1986"	"1986"	3724	14207002	26.2
	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"1987"	"1987"	3834	14673921	26.1
	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"1988"	"1988"	3842	15004788	25.6
	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"1989"	"1989"	3976	15456765	25.7
	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"1990"	"1990"	3978	15834123	25.1
	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"1991"	"1991"	4012	16555202	24.2
	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"1992"	"1992"	4106	16723220	24.6
	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"1993"	"1993"	4421	17047069	25.9
	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"1994"	"1994"	4547	17367855	26.2
	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"1995"	"1995"	4724	17686020	26.7
	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"1996"	"1996"	4964	17985735	27.6
	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"1997"	"1997"	5074	18204085	27.9
	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"1998"	"1998"	5510	18349615	30.0
	"35-44 years"	"35-44"	"Male"	"M"	"Black or African American"	"2054-5"	"1979"	"1979"	2848	1212000	235.0
	"35-44 years"	"35-44"	"Male"	"M"	"Black or African American"	"2054-5"	"1980"	"1980"	2797	1235256	226.4
	"35-44 years"	"35-44"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	2784	1274148	218.5
	"35-44 years"	"35-44"	"Male"	"M"	"Black or African American"	"2054-5"	"1982"	"1982"	2616	1336685	195.7
	"35-44 years"	"35-44"	"Male"	"M"	"Black or African American"	"2054-5"	"1983"	"1983"	2531	1397407	181.1
	"35-44 years"	"35-44"	"Male"	"M"	"Black or African American"	"2054-5"	"1984"	"1984"	2619	1469294	178.2
	"35-44 years"	"35-44"	"Male"	"M"	"Black or African American"	"2054-5"	"1985"	"1985"	2745	1542951	177.9
	"35-44 years"	"35-44"	"Male"	"M"	"Black or African American"	"2054-5"	"1986"	"1986"	2976	1629345	182.7
	"35-44 years"	"35-44"	"Male"	"M"	"Black or African American"	"2054-5"	"1987"	"1987"	3201	1706898	187.5
	"35-44 years"	"35-44"	"Male"	"M"	"Black or African American"	"2054-5"	"1988"	"1988"	3334	1789129	186.3
	"35-44 years"	"35-44"	"Male"	"M"	"Black or African American"	"2054-5"	"1989"	"1989"	3506	1882554	186.2
	"35-44 years"	"35-44"	"Male"	"M"	"Black or African American"	"2054-5"	"1990"	"1990"	3562	1962145	181.5
	"35-44 years"	"35-44"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	3688	2100406	175.6
	"35-44 years"	"35-44"	"Male"	"M"	"Black or African American"	"2054-5"	"1992"	"1992"	3649	2193430	166.4
	"35-44 years"	"35-44"	"Male"	"M"	"Black or African American"	"2054-5"	"1993"	"1993"	4061	2278946	178.2
	"35-44 years"	"35-44"	"Male"	"M"	"Black or African American"	"2054-5"	"1994"	"1994"	3920	2357663	166.3
	"35-44 years"	"35-44"	"Male"	"M"	"Black or African American"	"2054-5"	"1995"	"1995"	3770	2430841	155.1
	"35-44 years"	"35-44"	"Male"	"M"	"Black or African American"	"2054-5"	"1996"	"1996"	3496	2497225	140.0
	"35-44 years"	"35-44"	"Male"	"M"	"Black or African American"	"2054-5"	"1997"	"1997"	3513	2565521	136.9
	"35-44 years"	"35-44"	"Male"	"M"	"Black or African American"	"2054-5"	"1998"	"1998"	3336	2628678	126.9
	"35-44 years"	"35-44"	"Male"	"M"	"Other Race"	"2131-1"	"1979"	"1979"	278	266000	104.5
	"35-44 years"	"35-44"	"Male"	"M"	"Other Race"	"2131-1"	"1980"	"1980"	294	324532	90.6
	"35-44 years"	"35-44"	"Male"	"M"	"Other Race"	"2131-1"	"1981"	"1981"	291	363915	80.0
	"35-44 years"	"35-44"	"Male"	"M"	"Other Race"	"2131-1"	"1982"	"1982"	268	398626	67.2
	"35-44 years"	"35-44"	"Male"	"M"	"Other Race"	"2131-1"	"1983"	"1983"	298	433682	68.7
	"35-44 years"	"35-44"	"Male"	"M"	"Other Race"	"2131-1"	"1984"	"1984"	320	472297	67.8
	"35-44 years"	"35-44"	"Male"	"M"	"Other Race"	"2131-1"	"1985"	"1985"	327	512625	63.8
	"35-44 years"	"35-44"	"Male"	"M"	"Other Race"	"2131-1"	"1986"	"1986"	364	555673	65.5
	"35-44 years"	"35-44"	"Male"	"M"	"Other Race"	"2131-1"	"1987"	"1987"	403	598461	67.3
	"35-44 years"	"35-44"	"Male"	"M"	"Other Race"	"2131-1"	"1988"	"1988"	383	644017	59.5
	"35-44 years"	"35-44"	"Male"	"M"	"Other Race"	"2131-1"	"1989"	"1989"	411	691942	59.4
	"35-44 years"	"35-44"	"Male"	"M"	"Other Race"	"2131-1"	"1990"	"1990"	476	728534	65.3
	"35-44 years"	"35-44"	"Male"	"M"	"Other Race"	"2131-1"	"1991"	"1991"	447	786677	56.8
	"35-44 years"	"35-44"	"Male"	"M"	"Other Race"	"2131-1"	"1992"	"1992"	448	832447	53.8
	"35-44 years"	"35-44"	"Male"	"M"	"Other Race"	"2131-1"	"1993"	"1993"	491	878274	55.9
	"35-44 years"	"35-44"	"Male"	"M"	"Other Race"	"2131-1"	"1994"	"1994"	520	919188	56.6
	"35-44 years"	"35-44"	"Male"	"M"	"Other Race"	"2131-1"	"1995"	"1995"	522	960478	54.3
	"35-44 years"	"35-44"	"Male"	"M"	"Other Race"	"2131-1"	"1996"	"1996"	508	1003922	50.6
	"35-44 years"	"35-44"	"Male"	"M"	"Other Race"	"2131-1"	"1997"	"1997"	582	1046932	55.6
	"35-44 years"	"35-44"	"Male"	"M"	"Other Race"	"2131-1"	"1998"	"1998"	546	1089496	50.1
	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	"1979"	"1979"	10259	10835000	94.7
	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	"1980"	"1980"	10604	11009931	96.3
	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	"1981"	"1981"	10698	11313440	94.6
	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	"1982"	"1982"	10641	12030746	88.4
	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	"1983"	"1983"	10666	12550970	85.0
	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	"1984"	"1984"	10872	13055802	83.3
	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	"1985"	"1985"	11285	13538400	83.4
	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	"1986"	"1986"	11767	14075520	83.6
	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	"1987"	"1987"	11985	14571522	82.2
	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	"1988"	"1988"	12625	14929233	84.6
	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	"1989"	"1989"	12856	15416918	83.4
	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	"1990"	"1990"	13353	15818973	84.4
	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	"1991"	"1991"	13396	16581171	80.8
	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	"1992"	"1992"	13978	16776783	83.3
	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	"1993"	"1993"	14728	17119193	86.0
	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	"1994"	"1994"	15181	17458450	87.0
	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	"1995"	"1995"	15526	17797640	87.2
	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	"1996"	"1996"	15695	18113608	86.6
	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	"1997"	"1997"	15658	18349684	85.3
	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	"1998"	"1998"	16012	18513406	86.5
	"45-54 years"	"45-54"	"Female"	"F"	"Black or African American"	"2054-5"	"1979"	"1979"	555	1251000	44.4
	"45-54 years"	"45-54"	"Female"	"F"	"Black or African American"	"2054-5"	"1980"	"1980"	529	1257538	42.1
	"45-54 years"	"45-54"	"Female"	"F"	"Black or African American"	"2054-5"	"1981"	"1981"	503	1261047	39.9
	"45-54 years"	"45-54"	"Female"	"F"	"Black or African American"	"2054-5"	"1982"	"1982"	470	1264487	37.2
	"45-54 years"	"45-54"	"Female"	"F"	"Black or African American"	"2054-5"	"1983"	"1983"	479	1273406	37.6
	"45-54 years"	"45-54"	"Female"	"F"	"Black or African American"	"2054-5"	"1984"	"1984"	431	1283727	33.6
	"45-54 years"	"45-54"	"Female"	"F"	"Black or African American"	"2054-5"	"1985"	"1985"	453	1298016	34.9
	"45-54 years"	"45-54"	"Female"	"F"	"Black or African American"	"2054-5"	"1986"	"1986"	429	1312967	32.7
	"45-54 years"	"45-54"	"Female"	"F"	"Black or African American"	"2054-5"	"1987"	"1987"	469	1335660	35.1
