"Notes"	"Age Group"	"Age Group Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
"Total"	"85+ years"	"85+"	"Female"	"F"	"Black or African American"	"2054-5"	"1973"	"1973"			4	73000	5.5 (Unreliable)
	"85+ years"	"85+"	"Female"	"F"	"Black or African American"	"2054-5"	"1974"	"1974"	"Assault by firearms and explosives"	"E965"	1	78000	1.3 (Unreliable)
	"85+ years"	"85+"	"Female"	"F"	"Black or African American"	"2054-5"	"1974"	"1974"	"Assault by cutting and piercing instruments"	"E966"	1	78000	1.3 (Unreliable)
	"85+ years"	"85+"	"Female"	"F"	"Black or African American"	"2054-5"	"1974"	"1974"	"Assault by other and unspecified means"	"E968"	3	78000	3.8 (Unreliable)
"Total"	"85+ years"	"85+"	"Female"	"F"	"Black or African American"	"2054-5"	"1974"	"1974"			5	78000	6.4 (Unreliable)
	"85+ years"	"85+"	"Female"	"F"	"Black or African American"	"2054-5"	"1975"	"1975"	"Assault by firearms and explosives"	"E965"	1	84000	1.2 (Unreliable)
	"85+ years"	"85+"	"Female"	"F"	"Black or African American"	"2054-5"	"1975"	"1975"	"Assault by cutting and piercing instruments"	"E966"	2	84000	2.4 (Unreliable)
	"85+ years"	"85+"	"Female"	"F"	"Black or African American"	"2054-5"	"1975"	"1975"	"Assault by other and unspecified means"	"E968"	4	84000	4.8 (Unreliable)
"Total"	"85+ years"	"85+"	"Female"	"F"	"Black or African American"	"2054-5"	"1975"	"1975"			7	84000	8.3 (Unreliable)
	"85+ years"	"85+"	"Female"	"F"	"Black or African American"	"2054-5"	"1976"	"1976"	"Assault by firearms and explosives"	"E965"	2	89000	2.2 (Unreliable)
	"85+ years"	"85+"	"Female"	"F"	"Black or African American"	"2054-5"	"1976"	"1976"	"Assault by cutting and piercing instruments"	"E966"	2	89000	2.2 (Unreliable)
	"85+ years"	"85+"	"Female"	"F"	"Black or African American"	"2054-5"	"1976"	"1976"	"Assault by other and unspecified means"	"E968"	2	89000	2.2 (Unreliable)
"Total"	"85+ years"	"85+"	"Female"	"F"	"Black or African American"	"2054-5"	"1976"	"1976"			6	89000	6.7 (Unreliable)
	"85+ years"	"85+"	"Female"	"F"	"Black or African American"	"2054-5"	"1977"	"1977"	"Assault by hanging and strangulation"	"E963"	2	94000	2.1 (Unreliable)
	"85+ years"	"85+"	"Female"	"F"	"Black or African American"	"2054-5"	"1977"	"1977"	"Assault by cutting and piercing instruments"	"E966"	1	94000	1.1 (Unreliable)
	"85+ years"	"85+"	"Female"	"F"	"Black or African American"	"2054-5"	"1977"	"1977"	"Assault by other and unspecified means"	"E968"	1	94000	1.1 (Unreliable)
"Total"	"85+ years"	"85+"	"Female"	"F"	"Black or African American"	"2054-5"	"1977"	"1977"			4	94000	4.3 (Unreliable)
	"85+ years"	"85+"	"Female"	"F"	"Black or African American"	"2054-5"	"1978"	"1978"	"Assault by hanging and strangulation"	"E963"	4	99000	4.0 (Unreliable)
	"85+ years"	"85+"	"Female"	"F"	"Black or African American"	"2054-5"	"1978"	"1978"	"Assault by firearms and explosives"	"E965"	1	99000	1.0 (Unreliable)
	"85+ years"	"85+"	"Female"	"F"	"Black or African American"	"2054-5"	"1978"	"1978"	"Assault by other and unspecified means"	"E968"	6	99000	6.1 (Unreliable)
"Total"	"85+ years"	"85+"	"Female"	"F"	"Black or African American"	"2054-5"	"1978"	"1978"			11	99000	11.1 (Unreliable)
"Total"	"85+ years"	"85+"	"Female"	"F"	"Black or African American"	"2054-5"					58	841386	6.9
	"85+ years"	"85+"	"Female"	"F"	"Other Race"	"2131-1"	"1974"	"1974"	"Assault by other and unspecified means"	"E968"	2	7000	28.6 (Unreliable)
"Total"	"85+ years"	"85+"	"Female"	"F"	"Other Race"	"2131-1"	"1974"	"1974"			2	7000	28.6 (Unreliable)
	"85+ years"	"85+"	"Female"	"F"	"Other Race"	"2131-1"	"1975"	"1975"	"Assault by hanging and strangulation"	"E963"	1	9000	11.1 (Unreliable)
"Total"	"85+ years"	"85+"	"Female"	"F"	"Other Race"	"2131-1"	"1975"	"1975"			1	9000	11.1 (Unreliable)
	"85+ years"	"85+"	"Female"	"F"	"Other Race"	"2131-1"	"1978"	"1978"	"Assault by hanging and strangulation"	"E963"	1	11000	9.1 (Unreliable)
"Total"	"85+ years"	"85+"	"Female"	"F"	"Other Race"	"2131-1"	"1978"	"1978"			1	11000	9.1 (Unreliable)
"Total"	"85+ years"	"85+"	"Female"	"F"	"Other Race"	"2131-1"					4	82281	4.9 (Unreliable)
	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"1968"	"1968"	"Fight, brawl, rape"	"E960"	1	739000	0.1 (Unreliable)
	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"1968"	"1968"	"Assault by hanging and strangulation"	"E963"	2	739000	0.3 (Unreliable)
	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"1968"	"1968"	"Assault by firearms and explosives"	"E965"	3	739000	0.4 (Unreliable)
	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"1968"	"1968"	"Assault by cutting and piercing instruments"	"E966"	2	739000	0.3 (Unreliable)
	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"1968"	"1968"	"Assault by pushing from high place"	"E967"	1	739000	0.1 (Unreliable)
	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"1968"	"1968"	"Assault by other and unspecified means"	"E968"	9	739000	1.2 (Unreliable)
"Total"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"1968"	"1968"			18	739000	2.4 (Unreliable)
	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"1969"	"1969"	"Assault by hanging and strangulation"	"E963"	4	783000	0.5 (Unreliable)
	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"1969"	"1969"	"Assault by firearms and explosives"	"E965"	2	783000	0.3 (Unreliable)
	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"1969"	"1969"	"Assault by other and unspecified means"	"E968"	11	783000	1.4 (Unreliable)
"Total"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"1969"	"1969"			17	783000	2.2 (Unreliable)
	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"1970"	"1970"	"Assault by hanging and strangulation"	"E963"	3	889855	0.3 (Unreliable)
	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"1970"	"1970"	"Assault by firearms and explosives"	"E965"	3	889855	0.3 (Unreliable)
	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"1970"	"1970"	"Assault by cutting and piercing instruments"	"E966"	3	889855	0.3 (Unreliable)
	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"1970"	"1970"	"Assault by other and unspecified means"	"E968"	8	889855	0.9 (Unreliable)
"Total"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"1970"	"1970"			17	889855	1.9 (Unreliable)
	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"1971"	"1971"	"Assault by hanging and strangulation"	"E963"	9	904000	1.0 (Unreliable)
	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"1971"	"1971"	"Assault by firearms and explosives"	"E965"	4	904000	0.4 (Unreliable)
	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"1971"	"1971"	"Assault by cutting and piercing instruments"	"E966"	5	904000	0.6 (Unreliable)
	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"1971"	"1971"	"Assault by other and unspecified means"	"E968"	15	904000	1.7 (Unreliable)
"Total"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"1971"	"1971"			33	904000	3.7
	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"1972"	"1972"	"Fight, brawl, rape"	"E960"	2	944000	0.2 (Unreliable)
	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"1972"	"1972"	"Assault by hanging and strangulation"	"E963"	8	944000	0.8 (Unreliable)
	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"1972"	"1972"	"Assault by firearms and explosives"	"E965"	4	944000	0.4 (Unreliable)
	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"1972"	"1972"	"Assault by cutting and piercing instruments"	"E966"	4	944000	0.4 (Unreliable)
	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"1972"	"1972"	"Assault by other and unspecified means"	"E968"	6	944000	0.6 (Unreliable)
"Total"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"1972"	"1972"			24	944000	2.5
	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"1973"	"1973"	"Assault by hanging and strangulation"	"E963"	4	989000	0.4 (Unreliable)
	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"1973"	"1973"	"Assault by firearms and explosives"	"E965"	4	989000	0.4 (Unreliable)
	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"1973"	"1973"	"Assault by cutting and piercing instruments"	"E966"	2	989000	0.2 (Unreliable)
	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"1973"	"1973"	"Assault by other and unspecified means"	"E968"	11	989000	1.1 (Unreliable)
"Total"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"1973"	"1973"			21	989000	2.1
	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"1974"	"1974"	"Assault by hanging and strangulation"	"E963"	5	1056000	0.5 (Unreliable)
	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"1974"	"1974"	"Assault by firearms and explosives"	"E965"	4	1056000	0.4 (Unreliable)
	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"1974"	"1974"	"Assault by cutting and piercing instruments"	"E966"	7	1056000	0.7 (Unreliable)
	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"1974"	"1974"	"Assault by other and unspecified means"	"E968"	15	1056000	1.4 (Unreliable)
"Total"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"1974"	"1974"			31	1056000	2.9
	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"1975"	"1975"	"Assault by hanging and strangulation"	"E963"	12	1134000	1.1 (Unreliable)
	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"1975"	"1975"	"Assault by firearms and explosives"	"E965"	5	1134000	0.4 (Unreliable)
	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"1975"	"1975"	"Assault by cutting and piercing instruments"	"E966"	5	1134000	0.4 (Unreliable)
	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"1975"	"1975"	"Assault by other and unspecified means"	"E968"	14	1134000	1.2 (Unreliable)
"Total"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"1975"	"1975"			36	1134000	3.2
	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"1976"	"1976"	"Assault by hanging and strangulation"	"E963"	8	1192000	0.7 (Unreliable)
	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"1976"	"1976"	"Assault by firearms and explosives"	"E965"	3	1192000	0.3 (Unreliable)
	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"1976"	"1976"	"Assault by cutting and piercing instruments"	"E966"	9	1192000	0.8 (Unreliable)
	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"1976"	"1976"	"Assault by other and unspecified means"	"E968"	30	1192000	2.5
"Total"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"1976"	"1976"			50	1192000	4.2
	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"1977"	"1977"	"Assault by hanging and strangulation"	"E963"	16	1261000	1.3 (Unreliable)
	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"1977"	"1977"	"Assault by firearms and explosives"	"E965"	5	1261000	0.4 (Unreliable)
	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"1977"	"1977"	"Assault by cutting and piercing instruments"	"E966"	4	1261000	0.3 (Unreliable)
	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"1977"	"1977"	"Assault by other and unspecified means"	"E968"	16	1261000	1.3 (Unreliable)
"Total"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"1977"	"1977"			41	1261000	3.3
	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"1978"	"1978"	"Fight, brawl, rape"	"E960"	1	1333000	0.1 (Unreliable)
	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"1978"	"1978"	"Assault by hanging and strangulation"	"E963"	5	1333000	0.4 (Unreliable)
	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"1978"	"1978"	"Assault by firearms and explosives"	"E965"	6	1333000	0.5 (Unreliable)
	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"1978"	"1978"	"Assault by cutting and piercing instruments"	"E966"	7	1333000	0.5 (Unreliable)
	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"1978"	"1978"	"Assault by other and unspecified means"	"E968"	22	1333000	1.7
"Total"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"1978"	"1978"			41	1333000	3.1
"Total"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"					329	11224855	2.9
"Total"	"85+ years"	"85+"	"Female"	"F"							391	12148522	3.2
	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	"1968"	"1968"	"Assault by firearms and explosives"	"E965"	3	35000	8.6 (Unreliable)
	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	"1968"	"1968"	"Assault by other and unspecified means"	"E968"	3	35000	8.6 (Unreliable)
"Total"	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	"1968"	"1968"			6	35000	17.1 (Unreliable)
	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	"1969"	"1969"	"Assault by firearms and explosives"	"E965"	2	37000	5.4 (Unreliable)
	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	"1969"	"1969"	"Assault by cutting and piercing instruments"	"E966"	1	37000	2.7 (Unreliable)
	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	"1969"	"1969"	"Assault by other and unspecified means"	"E968"	2	37000	5.4 (Unreliable)
"Total"	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	"1969"	"1969"			5	37000	13.5 (Unreliable)
	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	"1970"	"1970"	"Assault by firearms and explosives"	"E965"	4	45998	8.7 (Unreliable)
	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	"1970"	"1970"	"Assault by other and unspecified means"	"E968"	5	45998	10.9 (Unreliable)
"Total"	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	"1970"	"1970"			9	45998	19.6 (Unreliable)
	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	"1971"	"1971"	"Fight, brawl, rape"	"E960"	1	40000	2.5 (Unreliable)
	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	"1971"	"1971"	"Assault by firearms and explosives"	"E965"	5	40000	12.5 (Unreliable)
	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	"1971"	"1971"	"Assault by other and unspecified means"	"E968"	4	40000	10.0 (Unreliable)
"Total"	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	"1971"	"1971"			10	40000	25.0 (Unreliable)
	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	"1972"	"1972"	"Assault by other and unspecified means"	"E968"	2	40000	5.0 (Unreliable)
"Total"	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	"1972"	"1972"			2	40000	5.0 (Unreliable)
	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	"1973"	"1973"	"Assault by hanging and strangulation"	"E963"	1	41000	2.4 (Unreliable)
	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	"1973"	"1973"	"Assault by cutting and piercing instruments"	"E966"	1	41000	2.4 (Unreliable)
	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	"1973"	"1973"	"Assault by other and unspecified means"	"E968"	2	41000	4.9 (Unreliable)
"Total"	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	"1973"	"1973"			4	41000	9.8 (Unreliable)
	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	"1974"	"1974"	"Assault by firearms and explosives"	"E965"	1	43000	2.3 (Unreliable)
	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	"1974"	"1974"	"Assault by cutting and piercing instruments"	"E966"	1	43000	2.3 (Unreliable)
	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	"1974"	"1974"	"Assault by other and unspecified means"	"E968"	6	43000	14.0 (Unreliable)
"Total"	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	"1974"	"1974"			8	43000	18.6 (Unreliable)
	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	"1975"	"1975"	"Assault by firearms and explosives"	"E965"	4	46000	8.7 (Unreliable)
	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	"1975"	"1975"	"Assault by cutting and piercing instruments"	"E966"	3	46000	6.5 (Unreliable)
	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	"1975"	"1975"	"Assault by other and unspecified means"	"E968"	5	46000	10.9 (Unreliable)
"Total"	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	"1975"	"1975"			12	46000	26.1 (Unreliable)
	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	"1976"	"1976"	"Assault by hanging and strangulation"	"E963"	1	47000	2.1 (Unreliable)
	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	"1976"	"1976"	"Assault by firearms and explosives"	"E965"	3	47000	6.4 (Unreliable)
	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	"1976"	"1976"	"Assault by cutting and piercing instruments"	"E966"	2	47000	4.3 (Unreliable)
	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	"1976"	"1976"	"Assault by other and unspecified means"	"E968"	4	47000	8.5 (Unreliable)
"Total"	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	"1976"	"1976"			10	47000	21.3 (Unreliable)
	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	"1977"	"1977"	"Assault by hanging and strangulation"	"E963"	1	49000	2.0 (Unreliable)
	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	"1977"	"1977"	"Assault by firearms and explosives"	"E965"	10	49000	20.4 (Unreliable)
	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	"1977"	"1977"	"Assault by cutting and piercing instruments"	"E966"	2	49000	4.1 (Unreliable)
	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	"1977"	"1977"	"Assault by other and unspecified means"	"E968"	3	49000	6.1 (Unreliable)
"Total"	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	"1977"	"1977"			16	49000	32.7 (Unreliable)
	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	"1978"	"1978"	"Assault by hanging and strangulation"	"E963"	1	51000	2.0 (Unreliable)
	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	"1978"	"1978"	"Assault by firearms and explosives"	"E965"	2	51000	3.9 (Unreliable)
	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	"1978"	"1978"	"Assault by other and unspecified means"	"E968"	2	51000	3.9 (Unreliable)
"Total"	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	"1978"	"1978"			5	51000	9.8 (Unreliable)
"Total"	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"					87	474998	18.3
	"85+ years"	"85+"	"Male"	"M"	"Other Race"	"2131-1"	"1977"	"1977"	"Assault by firearms and explosives"	"E965"	1	7000	14.3 (Unreliable)
"Total"	"85+ years"	"85+"	"Male"	"M"	"Other Race"	"2131-1"	"1977"	"1977"			1	7000	14.3 (Unreliable)
	"85+ years"	"85+"	"Male"	"M"	"Other Race"	"2131-1"	"1978"	"1978"	"Assault by other and unspecified means"	"E968"	1	7000	14.3 (Unreliable)
"Total"	"85+ years"	"85+"	"Male"	"M"	"Other Race"	"2131-1"	"1978"	"1978"			1	7000	14.3 (Unreliable)
"Total"	"85+ years"	"85+"	"Male"	"M"	"Other Race"	"2131-1"					2	80424	2.5 (Unreliable)
	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"1968"	"1968"	"Fight, brawl, rape"	"E960"	2	399000	0.5 (Unreliable)
	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"1968"	"1968"	"Assault by hanging and strangulation"	"E963"	1	399000	0.3 (Unreliable)
	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"1968"	"1968"	"Assault by submersion (drowning)"	"E964"	1	399000	0.3 (Unreliable)
	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"1968"	"1968"	"Assault by firearms and explosives"	"E965"	5	399000	1.3 (Unreliable)
	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"1968"	"1968"	"Assault by cutting and piercing instruments"	"E966"	1	399000	0.3 (Unreliable)
	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"1968"	"1968"	"Assault by other and unspecified means"	"E968"	10	399000	2.5 (Unreliable)
"Total"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"1968"	"1968"			20	399000	5.0
	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"1969"	"1969"	"Assault by hanging and strangulation"	"E963"	1	415000	0.2 (Unreliable)
	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"1969"	"1969"	"Assault by firearms and explosives"	"E965"	1	415000	0.2 (Unreliable)
	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"1969"	"1969"	"Assault by cutting and piercing instruments"	"E966"	3	415000	0.7 (Unreliable)
	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"1969"	"1969"	"Assault by other and unspecified means"	"E968"	9	415000	2.2 (Unreliable)
"Total"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"1969"	"1969"			14	415000	3.4 (Unreliable)
	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"1970"	"1970"	"Assault by hanging and strangulation"	"E963"	2	486957	0.4 (Unreliable)
	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"1970"	"1970"	"Assault by firearms and explosives"	"E965"	7	486957	1.4 (Unreliable)
	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"1970"	"1970"	"Assault by cutting and piercing instruments"	"E966"	5	486957	1.0 (Unreliable)
	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"1970"	"1970"	"Assault by other and unspecified means"	"E968"	17	486957	3.5 (Unreliable)
"Total"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"1970"	"1970"			31	486957	6.4
	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"1971"	"1971"	"Fight, brawl, rape"	"E960"	2	463000	0.4 (Unreliable)
	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"1971"	"1971"	"Assault by firearms and explosives"	"E965"	4	463000	0.9 (Unreliable)
	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"1971"	"1971"	"Assault by cutting and piercing instruments"	"E966"	3	463000	0.6 (Unreliable)
	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"1971"	"1971"	"Assault by other and unspecified means"	"E968"	12	463000	2.6 (Unreliable)
"Total"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"1971"	"1971"			21	463000	4.5
	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"1972"	"1972"	"Fight, brawl, rape"	"E960"	2	475000	0.4 (Unreliable)
	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"1972"	"1972"	"Assault by hanging and strangulation"	"E963"	6	475000	1.3 (Unreliable)
	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"1972"	"1972"	"Assault by firearms and explosives"	"E965"	8	475000	1.7 (Unreliable)
	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"1972"	"1972"	"Assault by cutting and piercing instruments"	"E966"	4	475000	0.8 (Unreliable)
	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"1972"	"1972"	"Assault by other and unspecified means"	"E968"	22	475000	4.6
"Total"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"1972"	"1972"			42	475000	8.8
	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"1973"	"1973"	"Fight, brawl, rape"	"E960"	2	490000	0.4 (Unreliable)
	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"1973"	"1973"	"Assault by hanging and strangulation"	"E963"	1	490000	0.2 (Unreliable)
	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"1973"	"1973"	"Assault by firearms and explosives"	"E965"	7	490000	1.4 (Unreliable)
	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"1973"	"1973"	"Assault by cutting and piercing instruments"	"E966"	4	490000	0.8 (Unreliable)
	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"1973"	"1973"	"Assault by other and unspecified means"	"E968"	10	490000	2.0 (Unreliable)
	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"1973"	"1973"	"Late effect of injury purposely inflicted by other person"	"E969"	1	490000	0.2 (Unreliable)
"Total"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"1973"	"1973"			25	490000	5.1
	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"1974"	"1974"	"Assault by hanging and strangulation"	"E963"	3	515000	0.6 (Unreliable)
	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"1974"	"1974"	"Assault by firearms and explosives"	"E965"	7	515000	1.4 (Unreliable)
	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"1974"	"1974"	"Assault by cutting and piercing instruments"	"E966"	4	515000	0.8 (Unreliable)
	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"1974"	"1974"	"Assault by other and unspecified means"	"E968"	14	515000	2.7 (Unreliable)
"Total"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"1974"	"1974"			28	515000	5.4
	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"1975"	"1975"	"Assault by hanging and strangulation"	"E963"	3	540000	0.6 (Unreliable)
	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"1975"	"1975"	"Assault by firearms and explosives"	"E965"	9	540000	1.7 (Unreliable)
	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"1975"	"1975"	"Assault by cutting and piercing instruments"	"E966"	5	540000	0.9 (Unreliable)
	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"1975"	"1975"	"Assault by other and unspecified means"	"E968"	14	540000	2.6 (Unreliable)
"Total"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"1975"	"1975"			31	540000	5.7
