"Notes"	"Age Group"	"Age Group Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	"1974"	"1974"	9595	8391000	114.3
	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	"1975"	"1975"	9503	8519000	111.6
	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	"1976"	"1976"	9315	8664000	107.5
	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	"1977"	"1977"	9369	8820000	106.2
	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	"1978"	"1978"	9115	8939000	102.0
"Total"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"			111289	91580164	121.5
"Total"	"55-64 years"	"55-64"	"Male"	"M"					131395	101135793	129.9
"Total"	"55-64 years"	"55-64"							183617	214699812	85.5
	"65-74 years"	"65-74"	"Female"	"F"	"Black or African American"	"2054-5"	"1968"	"1968"	441	563000	78.3
	"65-74 years"	"65-74"	"Female"	"F"	"Black or African American"	"2054-5"	"1969"	"1969"	457	572000	79.9
	"65-74 years"	"65-74"	"Female"	"F"	"Black or African American"	"2054-5"	"1970"	"1970"	489	581881	84.0
	"65-74 years"	"65-74"	"Female"	"F"	"Black or African American"	"2054-5"	"1971"	"1971"	498	593000	84.0
	"65-74 years"	"65-74"	"Female"	"F"	"Black or African American"	"2054-5"	"1972"	"1972"	476	602000	79.1
	"65-74 years"	"65-74"	"Female"	"F"	"Black or African American"	"2054-5"	"1973"	"1973"	471	621000	75.8
	"65-74 years"	"65-74"	"Female"	"F"	"Black or African American"	"2054-5"	"1974"	"1974"	446	640000	69.7
	"65-74 years"	"65-74"	"Female"	"F"	"Black or African American"	"2054-5"	"1975"	"1975"	435	662000	65.7
	"65-74 years"	"65-74"	"Female"	"F"	"Black or African American"	"2054-5"	"1976"	"1976"	427	686000	62.2
	"65-74 years"	"65-74"	"Female"	"F"	"Black or African American"	"2054-5"	"1977"	"1977"	430	714000	60.2
	"65-74 years"	"65-74"	"Female"	"F"	"Black or African American"	"2054-5"	"1978"	"1978"	463	743000	62.3
"Total"	"65-74 years"	"65-74"	"Female"	"F"	"Black or African American"	"2054-5"			5033	6977881	72.1
	"65-74 years"	"65-74"	"Female"	"F"	"Other Race"	"2131-1"	"1968"	"1968"	35	41000	85.4
	"65-74 years"	"65-74"	"Female"	"F"	"Other Race"	"2131-1"	"1969"	"1969"	31	44000	70.5
	"65-74 years"	"65-74"	"Female"	"F"	"Other Race"	"2131-1"	"1970"	"1970"	34	50880	66.8
	"65-74 years"	"65-74"	"Female"	"F"	"Other Race"	"2131-1"	"1971"	"1971"	33	48000	68.8
	"65-74 years"	"65-74"	"Female"	"F"	"Other Race"	"2131-1"	"1972"	"1972"	36	52000	69.2
	"65-74 years"	"65-74"	"Female"	"F"	"Other Race"	"2131-1"	"1973"	"1973"	41	54000	75.9
	"65-74 years"	"65-74"	"Female"	"F"	"Other Race"	"2131-1"	"1974"	"1974"	32	58000	55.2
	"65-74 years"	"65-74"	"Female"	"F"	"Other Race"	"2131-1"	"1975"	"1975"	36	61000	59.0
	"65-74 years"	"65-74"	"Female"	"F"	"Other Race"	"2131-1"	"1976"	"1976"	27	65000	41.5
	"65-74 years"	"65-74"	"Female"	"F"	"Other Race"	"2131-1"	"1977"	"1977"	19	71000	26.8 (Unreliable)
	"65-74 years"	"65-74"	"Female"	"F"	"Other Race"	"2131-1"	"1978"	"1978"	42	75000	56.0
"Total"	"65-74 years"	"65-74"	"Female"	"F"	"Other Race"	"2131-1"			366	619880	59.0
	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	"1968"	"1968"	4347	6208000	70.0
	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	"1969"	"1969"	4413	6289000	70.2
	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	"1970"	"1970"	4330	6365611	68.0
	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	"1971"	"1971"	4415	6505000	67.9
	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	"1972"	"1972"	4408	6641000	66.4
	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	"1973"	"1973"	4432	6816000	65.0
	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	"1974"	"1974"	3978	6987000	56.9
	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	"1975"	"1975"	3993	7157000	55.8
	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	"1976"	"1976"	3874	7311000	53.0
	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	"1977"	"1977"	3993	7508000	53.2
	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	"1978"	"1978"	3919	7681000	51.0
"Total"	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"			46102	75468611	61.1
"Total"	"65-74 years"	"65-74"	"Female"	"F"					51501	83066372	62.0
	"65-74 years"	"65-74"	"Male"	"M"	"Black or African American"	"2054-5"	"1968"	"1968"	1048	453000	231.3
	"65-74 years"	"65-74"	"Male"	"M"	"Black or African American"	"2054-5"	"1969"	"1969"	968	455000	212.7
	"65-74 years"	"65-74"	"Male"	"M"	"Black or African American"	"2054-5"	"1970"	"1970"	1013	460939	219.8
	"65-74 years"	"65-74"	"Male"	"M"	"Black or African American"	"2054-5"	"1971"	"1971"	1057	467000	226.3
	"65-74 years"	"65-74"	"Male"	"M"	"Black or African American"	"2054-5"	"1972"	"1972"	1030	469000	219.6
	"65-74 years"	"65-74"	"Male"	"M"	"Black or African American"	"2054-5"	"1973"	"1973"	1067	480000	222.3
	"65-74 years"	"65-74"	"Male"	"M"	"Black or African American"	"2054-5"	"1974"	"1974"	1088	491000	221.6
	"65-74 years"	"65-74"	"Male"	"M"	"Black or African American"	"2054-5"	"1975"	"1975"	1010	502000	201.2
	"65-74 years"	"65-74"	"Male"	"M"	"Black or African American"	"2054-5"	"1976"	"1976"	1006	518000	194.2
	"65-74 years"	"65-74"	"Male"	"M"	"Black or African American"	"2054-5"	"1977"	"1977"	1001	536000	186.8
	"65-74 years"	"65-74"	"Male"	"M"	"Black or African American"	"2054-5"	"1978"	"1978"	993	551000	180.2
"Total"	"65-74 years"	"65-74"	"Male"	"M"	"Black or African American"	"2054-5"			11281	5382939	209.6
	"65-74 years"	"65-74"	"Male"	"M"	"Other Race"	"2131-1"	"1968"	"1968"	102	48000	212.5
	"65-74 years"	"65-74"	"Male"	"M"	"Other Race"	"2131-1"	"1969"	"1969"	128	51000	251.0
	"65-74 years"	"65-74"	"Male"	"M"	"Other Race"	"2131-1"	"1970"	"1970"	122	60619	201.3
	"65-74 years"	"65-74"	"Male"	"M"	"Other Race"	"2131-1"	"1971"	"1971"	120	58000	206.9
	"65-74 years"	"65-74"	"Male"	"M"	"Other Race"	"2131-1"	"1972"	"1972"	106	62000	171.0
	"65-74 years"	"65-74"	"Male"	"M"	"Other Race"	"2131-1"	"1973"	"1973"	116	65000	178.5
	"65-74 years"	"65-74"	"Male"	"M"	"Other Race"	"2131-1"	"1974"	"1974"	114	69000	165.2
	"65-74 years"	"65-74"	"Male"	"M"	"Other Race"	"2131-1"	"1975"	"1975"	111	73000	152.1
	"65-74 years"	"65-74"	"Male"	"M"	"Other Race"	"2131-1"	"1976"	"1976"	102	75000	136.0
	"65-74 years"	"65-74"	"Male"	"M"	"Other Race"	"2131-1"	"1977"	"1977"	107	80000	133.8
	"65-74 years"	"65-74"	"Male"	"M"	"Other Race"	"2131-1"	"1978"	"1978"	127	84000	151.2
"Total"	"65-74 years"	"65-74"	"Male"	"M"	"Other Race"	"2131-1"			1255	725619	173.0
	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	"1968"	"1968"	8143	4865000	167.4
	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	"1969"	"1969"	8068	4890000	165.0
	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	"1970"	"1970"	8294	4915526	168.7
	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	"1971"	"1971"	8028	5012000	160.2
	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	"1972"	"1972"	7944	5096000	155.9
	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	"1973"	"1973"	7882	5210000	151.3
	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	"1974"	"1974"	7384	5330000	138.5
	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	"1975"	"1975"	7539	5462000	138.0
	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	"1976"	"1976"	7250	5582000	129.9
	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	"1977"	"1977"	7440	5729000	129.9
	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	"1978"	"1978"	7370	5861000	125.7
"Total"	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"			85342	57952526	147.3
"Total"	"65-74 years"	"65-74"	"Male"	"M"					97878	64061084	152.8
"Total"	"65-74 years"	"65-74"							149379	147127456	101.5
	"75-84 years"	"75-84"	"Female"	"F"	"Black or African American"	"2054-5"	"1968"	"1968"	310	222000	139.6
	"75-84 years"	"75-84"	"Female"	"F"	"Black or African American"	"2054-5"	"1969"	"1969"	321	227000	141.4
	"75-84 years"	"75-84"	"Female"	"F"	"Black or African American"	"2054-5"	"1970"	"1970"	327	229917	142.2
	"75-84 years"	"75-84"	"Female"	"F"	"Black or African American"	"2054-5"	"1971"	"1971"	299	259000	115.4
	"75-84 years"	"75-84"	"Female"	"F"	"Black or African American"	"2054-5"	"1972"	"1972"	306	280000	109.3
	"75-84 years"	"75-84"	"Female"	"F"	"Black or African American"	"2054-5"	"1973"	"1973"	319	296000	107.8
	"75-84 years"	"75-84"	"Female"	"F"	"Black or African American"	"2054-5"	"1974"	"1974"	291	309000	94.2
	"75-84 years"	"75-84"	"Female"	"F"	"Black or African American"	"2054-5"	"1975"	"1975"	325	328000	99.1
	"75-84 years"	"75-84"	"Female"	"F"	"Black or African American"	"2054-5"	"1976"	"1976"	330	349000	94.6
	"75-84 years"	"75-84"	"Female"	"F"	"Black or African American"	"2054-5"	"1977"	"1977"	341	354000	96.3
	"75-84 years"	"75-84"	"Female"	"F"	"Black or African American"	"2054-5"	"1978"	"1978"	321	358000	89.7
"Total"	"75-84 years"	"75-84"	"Female"	"F"	"Black or African American"	"2054-5"			3490	3211917	108.7
	"75-84 years"	"75-84"	"Female"	"F"	"Other Race"	"2131-1"	"1968"	"1968"	32	18000	177.8
	"75-84 years"	"75-84"	"Female"	"F"	"Other Race"	"2131-1"	"1969"	"1969"	18	19000	94.7 (Unreliable)
	"75-84 years"	"75-84"	"Female"	"F"	"Other Race"	"2131-1"	"1970"	"1970"	20	23782	84.1
	"75-84 years"	"75-84"	"Female"	"F"	"Other Race"	"2131-1"	"1971"	"1971"	33	21000	157.1
	"75-84 years"	"75-84"	"Female"	"F"	"Other Race"	"2131-1"	"1972"	"1972"	46	22000	209.1
	"75-84 years"	"75-84"	"Female"	"F"	"Other Race"	"2131-1"	"1973"	"1973"	32	22000	145.5
	"75-84 years"	"75-84"	"Female"	"F"	"Other Race"	"2131-1"	"1974"	"1974"	24	23000	104.3
	"75-84 years"	"75-84"	"Female"	"F"	"Other Race"	"2131-1"	"1975"	"1975"	35	26000	134.6
	"75-84 years"	"75-84"	"Female"	"F"	"Other Race"	"2131-1"	"1976"	"1976"	26	27000	96.3
	"75-84 years"	"75-84"	"Female"	"F"	"Other Race"	"2131-1"	"1977"	"1977"	37	29000	127.6
	"75-84 years"	"75-84"	"Female"	"F"	"Other Race"	"2131-1"	"1978"	"1978"	28	32000	87.5
"Total"	"75-84 years"	"75-84"	"Female"	"F"	"Other Race"	"2131-1"			331	262782	126.0
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1968"	"1968"	5631	3290000	171.2
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1969"	"1969"	5528	3385000	163.3
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1970"	"1970"	5394	3429201	157.3
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1971"	"1971"	5389	3599000	149.7
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1972"	"1972"	5440	3704000	146.9
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1973"	"1973"	5381	3785000	142.2
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1974"	"1974"	4991	3864000	129.2
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1975"	"1975"	4775	3970000	120.3
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1976"	"1976"	4712	4079000	115.5
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1977"	"1977"	4695	4160000	112.9
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1978"	"1978"	4559	4256000	107.1
"Total"	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"			56495	41521201	136.1
"Total"	"75-84 years"	"75-84"	"Female"	"F"					60316	44995900	134.0
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1968"	"1968"	409	165000	247.9
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1969"	"1969"	396	167000	237.1
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1970"	"1970"	404	168633	239.6
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1971"	"1971"	450	186000	241.9
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1972"	"1972"	454	197000	230.5
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1973"	"1973"	450	204000	220.6
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1974"	"1974"	406	209000	194.3
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1975"	"1975"	453	222000	204.1
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1976"	"1976"	462	234000	197.4
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1977"	"1977"	462	235000	196.6
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1978"	"1978"	499	239000	208.8
"Total"	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"			4845	2226633	217.6
	"75-84 years"	"75-84"	"Male"	"M"	"Other Race"	"2131-1"	"1968"	"1968"	46	21000	219.0
	"75-84 years"	"75-84"	"Male"	"M"	"Other Race"	"2131-1"	"1969"	"1969"	73	21000	347.6
	"75-84 years"	"75-84"	"Male"	"M"	"Other Race"	"2131-1"	"1970"	"1970"	61	24420	249.8
	"75-84 years"	"75-84"	"Male"	"M"	"Other Race"	"2131-1"	"1971"	"1971"	53	22000	240.9
	"75-84 years"	"75-84"	"Male"	"M"	"Other Race"	"2131-1"	"1972"	"1972"	62	20000	310.0
	"75-84 years"	"75-84"	"Male"	"M"	"Other Race"	"2131-1"	"1973"	"1973"	75	19000	394.7
	"75-84 years"	"75-84"	"Male"	"M"	"Other Race"	"2131-1"	"1974"	"1974"	55	20000	275.0
	"75-84 years"	"75-84"	"Male"	"M"	"Other Race"	"2131-1"	"1975"	"1975"	64	20000	320.0
	"75-84 years"	"75-84"	"Male"	"M"	"Other Race"	"2131-1"	"1976"	"1976"	74	24000	308.3
	"75-84 years"	"75-84"	"Male"	"M"	"Other Race"	"2131-1"	"1977"	"1977"	66	26000	253.8
	"75-84 years"	"75-84"	"Male"	"M"	"Other Race"	"2131-1"	"1978"	"1978"	86	26000	330.8
"Total"	"75-84 years"	"75-84"	"Male"	"M"	"Other Race"	"2131-1"			715	243420	293.7
	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	"1968"	"1968"	6442	2230000	288.9
	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	"1969"	"1969"	6335	2252000	281.3
	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	"1970"	"1970"	6241	2243192	278.2
	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	"1971"	"1971"	6111	2304000	265.2
	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	"1972"	"1972"	6442	2333000	276.1
	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	"1973"	"1973"	6073	2344000	259.1
	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	"1974"	"1974"	5608	2356000	238.0
	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	"1975"	"1975"	5652	2392000	236.3
	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	"1976"	"1976"	5479	2432000	225.3
	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	"1977"	"1977"	5546	2458000	225.6
	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	"1978"	"1978"	5506	2501000	220.2
"Total"	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"			65435	25845192	253.2
"Total"	"75-84 years"	"75-84"	"Male"	"M"					70995	28315245	250.7
"Total"	"75-84 years"	"75-84"							131311	73311145	179.1
	"85+ years"	"85+"	"Female"	"F"	"Black or African American"	"2054-5"	"1968"	"1968"	161	56000	287.5
	"85+ years"	"85+"	"Female"	"F"	"Black or African American"	"2054-5"	"1969"	"1969"	166	60000	276.7
	"85+ years"	"85+"	"Female"	"F"	"Black or African American"	"2054-5"	"1970"	"1970"	157	71386	219.9
	"85+ years"	"85+"	"Female"	"F"	"Black or African American"	"2054-5"	"1971"	"1971"	160	67000	238.8
	"85+ years"	"85+"	"Female"	"F"	"Black or African American"	"2054-5"	"1972"	"1972"	208	70000	297.1
	"85+ years"	"85+"	"Female"	"F"	"Black or African American"	"2054-5"	"1973"	"1973"	164	73000	224.7
	"85+ years"	"85+"	"Female"	"F"	"Black or African American"	"2054-5"	"1974"	"1974"	186	78000	238.5
	"85+ years"	"85+"	"Female"	"F"	"Black or African American"	"2054-5"	"1975"	"1975"	162	84000	192.9
	"85+ years"	"85+"	"Female"	"F"	"Black or African American"	"2054-5"	"1976"	"1976"	175	89000	196.6
	"85+ years"	"85+"	"Female"	"F"	"Black or African American"	"2054-5"	"1977"	"1977"	191	94000	203.2
	"85+ years"	"85+"	"Female"	"F"	"Black or African American"	"2054-5"	"1978"	"1978"	179	99000	180.8
"Total"	"85+ years"	"85+"	"Female"	"F"	"Black or African American"	"2054-5"			1909	841386	226.9
	"85+ years"	"85+"	"Female"	"F"	"Other Race"	"2131-1"	"1968"	"1968"	18	5000	360.0 (Unreliable)
	"85+ years"	"85+"	"Female"	"F"	"Other Race"	"2131-1"	"1969"	"1969"	16	5000	320.0 (Unreliable)
	"85+ years"	"85+"	"Female"	"F"	"Other Race"	"2131-1"	"1970"	"1970"	18	7281	247.2 (Unreliable)
	"85+ years"	"85+"	"Female"	"F"	"Other Race"	"2131-1"	"1971"	"1971"	20	6000	333.3
	"85+ years"	"85+"	"Female"	"F"	"Other Race"	"2131-1"	"1972"	"1972"	16	6000	266.7 (Unreliable)
	"85+ years"	"85+"	"Female"	"F"	"Other Race"	"2131-1"	"1973"	"1973"	21	7000	300.0
	"85+ years"	"85+"	"Female"	"F"	"Other Race"	"2131-1"	"1974"	"1974"	15	7000	214.3 (Unreliable)
	"85+ years"	"85+"	"Female"	"F"	"Other Race"	"2131-1"	"1975"	"1975"	17	9000	188.9 (Unreliable)
	"85+ years"	"85+"	"Female"	"F"	"Other Race"	"2131-1"	"1976"	"1976"	10	9000	111.1 (Unreliable)
	"85+ years"	"85+"	"Female"	"F"	"Other Race"	"2131-1"	"1977"	"1977"	19	10000	190.0 (Unreliable)
	"85+ years"	"85+"	"Female"	"F"	"Other Race"	"2131-1"	"1978"	"1978"	30	11000	272.7
"Total"	"85+ years"	"85+"	"Female"	"F"	"Other Race"	"2131-1"			200	82281	243.1
	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"1968"	"1968"	3926	739000	531.3
	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"1969"	"1969"	3771	783000	481.6
	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"1970"	"1970"	3555	889855	399.5
	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"1971"	"1971"	3669	904000	405.9
	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"1972"	"1972"	3762	944000	398.5
	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"1973"	"1973"	3915	989000	395.9
	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"1974"	"1974"	3763	1056000	356.3
	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"1975"	"1975"	3575	1134000	315.3
	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"1976"	"1976"	3588	1192000	301.0
	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"1977"	"1977"	3502	1261000	277.7
	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"1978"	"1978"	3603	1333000	270.3
"Total"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"			40629	11224855	362.0
"Total"	"85+ years"	"85+"	"Female"	"F"					42738	12148522	351.8
	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	"1968"	"1968"	120	35000	342.9
	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	"1969"	"1969"	120	37000	324.3
	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	"1970"	"1970"	126	45998	273.9
	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	"1971"	"1971"	146	40000	365.0
	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	"1972"	"1972"	148	40000	370.0
	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	"1973"	"1973"	153	41000	373.2
	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	"1974"	"1974"	145	43000	337.2
	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	"1975"	"1975"	132	46000	287.0
	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	"1976"	"1976"	153	47000	325.5
	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	"1977"	"1977"	154	49000	314.3
	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	"1978"	"1978"	156	51000	305.9
"Total"	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"			1553	474998	326.9
	"85+ years"	"85+"	"Male"	"M"	"Other Race"	"2131-1"	"1968"	"1968"	20	6000	333.3
	"85+ years"	"85+"	"Male"	"M"	"Other Race"	"2131-1"	"1969"	"1969"	27	7000	385.7
	"85+ years"	"85+"	"Male"	"M"	"Other Race"	"2131-1"	"1970"	"1970"	18	9424	191.0 (Unreliable)
	"85+ years"	"85+"	"Male"	"M"	"Other Race"	"2131-1"	"1971"	"1971"	32	7000	457.1
	"85+ years"	"85+"	"Male"	"M"	"Other Race"	"2131-1"	"1972"	"1972"	26	7000	371.4
	"85+ years"	"85+"	"Male"	"M"	"Other Race"	"2131-1"	"1973"	"1973"	23	7000	328.6
	"85+ years"	"85+"	"Male"	"M"	"Other Race"	"2131-1"	"1974"	"1974"	28	7000	400.0
	"85+ years"	"85+"	"Male"	"M"	"Other Race"	"2131-1"	"1975"	"1975"	37	8000	462.5
	"85+ years"	"85+"	"Male"	"M"	"Other Race"	"2131-1"	"1976"	"1976"	26	8000	325.0
	"85+ years"	"85+"	"Male"	"M"	"Other Race"	"2131-1"	"1977"	"1977"	28	7000	400.0
	"85+ years"	"85+"	"Male"	"M"	"Other Race"	"2131-1"	"1978"	"1978"	32	7000	457.1
"Total"	"85+ years"	"85+"	"Male"	"M"	"Other Race"	"2131-1"			297	80424	369.3
	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"1968"	"1968"	2499	399000	626.3
	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"1969"	"1969"	2553	415000	615.2
	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"1970"	"1970"	2469	486957	507.0
	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"1971"	"1971"	2588	463000	559.0
	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"1972"	"1972"	2730	475000	574.7
	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"1973"	"1973"	2752	490000	561.6
	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"1974"	"1974"	2590	515000	502.9
	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"1975"	"1975"	2501	540000	463.1
	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"1976"	"1976"	2600	551000	471.9
	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"1977"	"1977"	2534	571000	443.8
	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"1978"	"1978"	2675	594000	450.3
"Total"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"			28491	5499957	518.0
"Total"	"85+ years"	"85+"	"Male"	"M"					30341	6055379	501.1
"Total"	"85+ years"	"85+"							73079	18203901	401.4
	"Not Stated"	"NS"	"Female"	"F"	"Black or African American"	"2054-5"	"1968"	"1968"	7	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"Black or African American"	"2054-5"	"1969"	"1969"	11	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"Black or African American"	"2054-5"	"1970"	"1970"	13	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"Black or African American"	"2054-5"	"1971"	"1971"	11	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"Black or African American"	"2054-5"	"1972"	"1972"	2	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"Black or African American"	"2054-5"	"1973"	"1973"	10	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"Black or African American"	"2054-5"	"1974"	"1974"	7	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"Black or African American"	"2054-5"	"1975"	"1975"	8	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"Black or African American"	"2054-5"	"1976"	"1976"	6	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"Black or African American"	"2054-5"	"1977"	"1977"	8	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"Black or African American"	"2054-5"	"1978"	"1978"	7	Not Applicable	Not Applicable
"Total"	"Not Stated"	"NS"	"Female"	"F"	"Black or African American"	"2054-5"			90	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"Other Race"	"2131-1"	"1968"	"1968"	2	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"Other Race"	"2131-1"	"1969"	"1969"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"Other Race"	"2131-1"	"1971"	"1971"	3	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"Other Race"	"2131-1"	"1976"	"1976"	1	Not Applicable	Not Applicable
