"year","female","male","total","country_code"
1984,75.93,69.9,73,"gbr_sco"
1985,75.84,70.04,73.02,"gbr_sco"
1986,76.3,70.09,73.26,"gbr_sco"
1987,76.55,70.48,73.6,"gbr_sco"
1988,76.73,70.48,73.68,"gbr_sco"
1989,76.18,70.66,73.5,"gbr_sco"
1990,76.94,71.12,74.12,"gbr_sco"
1991,77.15,71.38,74.35,"gbr_sco"
1992,77.3,71.6,74.54,"gbr_sco"
1993,76.98,71.41,74.27,"gbr_sco"
1994,77.74,72.12,75.02,"gbr_sco"
1995,77.69,72.11,74.99,"gbr_sco"
1996,77.83,72.02,74.99,"gbr_sco"
1997,78.11,72.57,75.42,"gbr_sco"
1998,78.24,72.64,75.51,"gbr_sco"
1999,78.25,72.72,75.55,"gbr_sco"
2000,78.65,73.21,76,"gbr_sco"
2001,78.85,73.4,76.2,"gbr_sco"
2002,78.9,73.36,76.19,"gbr_sco"
2003,78.9,73.76,76.4,"gbr_sco"
2004,79.44,74.27,76.92,"gbr_sco"
2005,79.51,74.69,77.18,"gbr_sco"
2006,79.8,74.84,77.39,"gbr_sco"
2007,79.84,74.84,77.4,"gbr_sco"
2008,79.96,75.24,77.66,"gbr_sco"
2009,80.45,75.87,78.22,"gbr_sco"
2010,80.64,76.17,78.47,"gbr_sco"
2011,80.85,76.4,78.69,"gbr_sco"
1841,42.63,40.58,41.59,"gbrcenw"
1842,42.18,40.38,41.26,"gbrcenw"
1843,42.79,40.81,41.78,"gbrcenw"
1844,42.47,40.5,41.46,"gbrcenw"
1845,43.51,41.46,42.46,"gbrcenw"
1846,40.92,38.87,39.87,"gbrcenw"
1847,39.26,37.29,38.26,"gbrcenw"
1848,40.47,38.42,39.43,"gbrcenw"
1849,38.14,36.5,37.31,"gbrcenw"
1850,43.63,41.83,42.72,"gbrcenw"
1851,42.33,40.36,41.33,"gbrcenw"
1852,41.94,39.77,40.84,"gbrcenw"
1853,41.62,39.38,40.48,"gbrcenw"
1854,40.3,38.27,39.26,"gbrcenw"
1855,42.13,39.84,40.96,"gbrcenw"
1856,44.3,42.09,43.18,"gbrcenw"
1857,42.77,40.87,41.8,"gbrcenw"
1858,40.89,39.05,39.95,"gbrcenw"
1859,41.76,39.76,40.74,"gbrcenw"
1860,44.07,41.78,42.91,"gbrcenw"
1861,43.47,41.14,42.28,"gbrcenw"
1862,43.64,41.28,42.44,"gbrcenw"
1863,41.56,39.14,40.33,"gbrcenw"
1864,41.2,38.64,39.9,"gbrcenw"
1865,41.97,39.24,40.58,"gbrcenw"
1866,41.67,39.07,40.35,"gbrcenw"
1867,44.01,41.14,42.55,"gbrcenw"
1868,43.32,40.58,41.93,"gbrcenw"
1869,43.06,40.15,41.59,"gbrcenw"
1870,42.4,39.4,40.87,"gbrcenw"
1871,42.81,39.72,41.24,"gbrcenw"
1872,44.5,41.21,42.84,"gbrcenw"
1873,45.38,42.09,43.71,"gbrcenw"
1874,43.63,40.5,42.04,"gbrcenw"
1875,43.38,40.21,41.77,"gbrcenw"
1876,45.37,41.91,43.61,"gbrcenw"
1877,46.48,42.86,44.64,"gbrcenw"
1878,44.58,41.35,42.95,"gbrcenw"
1879,45.87,42.55,44.19,"gbrcenw"
1880,45.34,42.09,43.69,"gbrcenw"
1881,47.63,44.51,46.05,"gbrcenw"
1882,46.32,43.31,44.8,"gbrcenw"
1883,46.63,43.46,45.02,"gbrcenw"
1884,46.28,43.17,44.71,"gbrcenw"
1885,47.23,44.18,45.69,"gbrcenw"
1886,46.84,43.71,45.26,"gbrcenw"
1887,47.13,44.08,45.59,"gbrcenw"
1888,48.47,45.06,46.75,"gbrcenw"
1889,47.92,44.65,46.27,"gbrcenw"
1890,46.5,42.92,44.69,"gbrcenw"
1891,45.98,42.49,44.21,"gbrcenw"
1892,47.05,43.84,45.43,"gbrcenw"
1893,46.42,43.2,44.8,"gbrcenw"
1894,49.91,46.64,48.27,"gbrcenw"
1895,47.3,44.03,45.65,"gbrcenw"
1896,49.02,45.67,47.34,"gbrcenw"
1897,49.05,45.3,47.15,"gbrcenw"
1898,48.72,45.14,46.92,"gbrcenw"
1899,47.94,44.24,46.08,"gbrcenw"
1900,48.21,44.35,46.26,"gbrcenw"
1901,49.79,45.94,47.85,"gbrcenw"
1902,50.99,47.09,49.02,"gbrcenw"
1903,52.29,48.45,50.36,"gbrcenw"
1904,50.92,47.21,49.06,"gbrcenw"
1905,52.66,48.96,50.8,"gbrcenw"
1906,52.44,48.65,50.53,"gbrcenw"
1907,53.25,49.54,51.39,"gbrcenw"
1908,53.75,49.84,51.79,"gbrcenw"
1909,54.28,50.65,52.46,"gbrcenw"
1910,55.85,52.03,53.93,"gbrcenw"
1911,53.46,49.53,51.48,"gbrcenw"
1912,56.41,52.6,54.5,"gbrcenw"
1913,55.85,51.73,53.77,"gbrcenw"
1914,55.66,51.27,53.47,"gbrcenw"
1915,54.32,48.48,51.53,"gbrcenw"
1916,57.07,49.67,53.87,"gbrcenw"
1917,57.24,48.62,53.73,"gbrcenw"
1918,50.25,41.05,46.65,"gbrcenw"
1919,56.62,50.53,53.81,"gbrcenw"
1920,58.71,54.01,56.39,"gbrcenw"
1921,60.21,56.21,58.22,"gbrcenw"
1922,59.52,55.65,57.6,"gbrcenw"
1923,61.68,57.69,59.7,"gbrcenw"
1924,60.69,56.7,58.71,"gbrcenw"
1925,60.83,56.88,58.87,"gbrcenw"
1926,62.05,58.01,60.04,"gbrcenw"
1927,61.37,57.26,59.33,"gbrcenw"
1928,62.53,58.33,60.45,"gbrcenw"
1929,59.97,55.91,57.95,"gbrcenw"
1930,63.46,59.1,61.3,"gbrcenw"
1931,62.42,58.26,60.35,"gbrcenw"
1932,63.02,59.01,61.03,"gbrcenw"
1933,62.92,58.99,60.98,"gbrcenw"
1934,63.73,59.73,61.75,"gbrcenw"
1935,64.55,60.45,62.52,"gbrcenw"
1936,64.42,60.12,62.28,"gbrcenw"
1937,64.47,60.18,62.34,"gbrcenw"
1938,65.94,61.4,63.69,"gbrcenw"
1939,66.23,61.77,64.03,"gbrcenw"
1940,63.93,58.59,61.32,"gbrcenw"
1941,64.79,58.79,62,"gbrcenw"
1942,67.32,61.36,64.62,"gbrcenw"
1943,67.2,61.45,64.63,"gbrcenw"
1944,68.11,61.97,65.37,"gbrcenw"
1945,68.75,63.18,66.19,"gbrcenw"
1946,69.23,64.26,66.83,"gbrcenw"
1947,69.16,64.27,66.76,"gbrcenw"
1948,71.12,66.4,68.82,"gbrcenw"
1949,70.72,66.11,68.47,"gbrcenw"
1950,71.33,66.52,68.98,"gbrcenw"
1951,71.05,65.95,68.54,"gbrcenw"
1952,72.48,67.09,69.84,"gbrcenw"
1953,72.62,67.32,70.04,"gbrcenw"
1954,73.13,67.65,70.45,"gbrcenw"
1955,73.09,67.58,70.4,"gbrcenw"
1956,73.36,67.77,70.62,"gbrcenw"
1957,73.59,67.83,70.77,"gbrcenw"
1958,73.77,67.99,70.94,"gbrcenw"
1959,73.88,68.14,71.08,"gbrcenw"
1960,74.16,68.26,71.28,"gbrcenw"
1961,73.88,68.02,71.01,"gbrcenw"
1962,74,68,71.05,"gbrcenw"
1963,73.95,67.92,70.98,"gbrcenw"
1964,74.79,68.61,71.76,"gbrcenw"
1965,74.82,68.56,71.74,"gbrcenw"
1966,74.75,68.48,71.66,"gbrcenw"
1967,75.26,69.09,72.24,"gbrcenw"
1968,74.92,68.74,71.88,"gbrcenw"
1969,74.98,68.64,71.85,"gbrcenw"
1970,75.21,68.91,72.1,"gbrcenw"
1971,75.5,69.22,72.41,"gbrcenw"
1972,75.26,69.05,72.2,"gbrcenw"
1973,75.5,69.27,72.42,"gbrcenw"
1974,75.68,69.48,72.62,"gbrcenw"
1975,75.89,69.73,72.86,"gbrcenw"
1976,75.87,69.75,72.85,"gbrcenw"
1977,76.35,70.24,73.34,"gbrcenw"
1978,76.29,70.16,73.26,"gbrcenw"
1979,76.39,70.28,73.38,"gbrcenw"
1980,76.76,70.74,73.8,"gbrcenw"
1981,77.07,71.08,74.13,"gbrcenw"
1982,77.17,71.26,74.26,"gbrcenw"
1983,77.4,71.48,74.49,"gbrcenw"
1984,77.76,71.9,74.89,"gbrcenw"
1985,77.54,71.8,74.72,"gbrcenw"
1986,77.84,72.03,74.99,"gbrcenw"
1987,78.13,72.42,75.33,"gbrcenw"
1988,78.23,72.56,75.45,"gbrcenw"
1989,78.3,72.81,75.62,"gbrcenw"
1990,78.69,73.04,75.93,"gbrcenw"
1991,78.78,73.28,76.09,"gbrcenw"
1992,79.14,73.72,76.5,"gbrcenw"
1993,78.98,73.68,76.39,"gbrcenw"
1994,79.49,74.21,76.92,"gbrcenw"
1995,79.37,74.14,76.81,"gbrcenw"
1996,79.59,74.47,77.09,"gbrcenw"
1997,79.75,74.79,77.33,"gbrcenw"
1998,79.88,74.95,77.48,"gbrcenw"
1999,79.95,75.12,77.59,"gbrcenw"
2000,80.38,75.63,78.07,"gbrcenw"
2001,80.6,75.96,78.34,"gbrcenw"
2002,80.71,76.13,78.48,"gbrcenw"
2003,80.67,76.32,78.56,"gbrcenw"
2004,81.26,76.91,79.15,"gbrcenw"
2005,81.4,77.18,79.35,"gbrcenw"
2006,81.69,77.39,79.6,"gbrcenw"
2007,81.84,77.66,79.8,"gbrcenw"
2008,81.89,77.83,79.91,"gbrcenw"
2009,82.43,78.29,80.41,"gbrcenw"
2010,82.55,78.63,80.64,"gbrcenw"
2011,82.94,79.05,81.04,"gbrcenw"
1841,42.63,40.58,41.59,"gbrtenw"
1842,42.18,40.38,41.26,"gbrtenw"
1843,42.79,40.81,41.78,"gbrtenw"
1844,42.47,40.5,41.46,"gbrtenw"
1845,43.51,41.46,42.46,"gbrtenw"
1846,40.92,38.87,39.87,"gbrtenw"
1847,39.26,37.29,38.26,"gbrtenw"
1848,40.47,38.42,39.43,"gbrtenw"
1849,38.14,36.5,37.31,"gbrtenw"
1850,43.63,41.83,42.72,"gbrtenw"
1851,42.33,40.36,41.33,"gbrtenw"
1852,41.94,39.77,40.84,"gbrtenw"
1853,41.62,39.38,40.48,"gbrtenw"
1854,40.3,38.27,39.26,"gbrtenw"
1855,42.13,39.84,40.96,"gbrtenw"
1856,44.3,42.09,43.18,"gbrtenw"
1857,42.77,40.87,41.8,"gbrtenw"
1858,40.89,39.05,39.95,"gbrtenw"
1859,41.76,39.76,40.74,"gbrtenw"
1860,44.07,41.78,42.91,"gbrtenw"
1861,43.47,41.14,42.28,"gbrtenw"
1862,43.64,41.28,42.44,"gbrtenw"
1863,41.56,39.14,40.33,"gbrtenw"
1864,41.2,38.64,39.9,"gbrtenw"
1865,41.97,39.24,40.58,"gbrtenw"
1866,41.67,39.07,40.35,"gbrtenw"
1867,44.01,41.14,42.55,"gbrtenw"
1868,43.32,40.58,41.93,"gbrtenw"
1869,43.06,40.15,41.59,"gbrtenw"
1870,42.4,39.4,40.87,"gbrtenw"
1871,42.81,39.72,41.24,"gbrtenw"
1872,44.5,41.21,42.84,"gbrtenw"
1873,45.38,42.09,43.71,"gbrtenw"
1874,43.63,40.5,42.04,"gbrtenw"
1875,43.38,40.21,41.77,"gbrtenw"
1876,45.37,41.91,43.61,"gbrtenw"
1877,46.48,42.86,44.64,"gbrtenw"
1878,44.58,41.35,42.95,"gbrtenw"
1879,45.87,42.55,44.19,"gbrtenw"
1880,45.34,42.09,43.69,"gbrtenw"
1881,47.63,44.51,46.05,"gbrtenw"
1882,46.32,43.31,44.8,"gbrtenw"
1883,46.63,43.46,45.02,"gbrtenw"
1884,46.28,43.17,44.71,"gbrtenw"
1885,47.23,44.18,45.69,"gbrtenw"
1886,46.84,43.71,45.26,"gbrtenw"
1887,47.13,44.08,45.59,"gbrtenw"
1888,48.47,45.06,46.75,"gbrtenw"
1889,47.92,44.65,46.27,"gbrtenw"
1890,46.5,42.92,44.69,"gbrtenw"
1891,45.98,42.49,44.21,"gbrtenw"
1892,47.05,43.84,45.43,"gbrtenw"
1893,46.42,43.2,44.8,"gbrtenw"
1894,49.91,46.64,48.27,"gbrtenw"
1895,47.3,44.03,45.65,"gbrtenw"
1896,49.02,45.67,47.34,"gbrtenw"
1897,49.05,45.3,47.15,"gbrtenw"
1898,48.72,45.14,46.92,"gbrtenw"
1899,47.94,44.24,46.08,"gbrtenw"
1900,48.21,44.35,46.26,"gbrtenw"
1901,49.79,45.94,47.85,"gbrtenw"
1902,50.99,47.09,49.02,"gbrtenw"
1903,52.29,48.45,50.36,"gbrtenw"
1904,50.92,47.21,49.06,"gbrtenw"
1905,52.66,48.96,50.8,"gbrtenw"
1906,52.44,48.65,50.53,"gbrtenw"
1907,53.25,49.54,51.39,"gbrtenw"
1908,53.75,49.84,51.79,"gbrtenw"
1909,54.28,50.65,52.46,"gbrtenw"
1910,55.85,52.03,53.93,"gbrtenw"
1911,53.46,49.53,51.48,"gbrtenw"
1912,56.41,52.6,54.5,"gbrtenw"
1913,55.85,51.73,53.77,"gbrtenw"
1914,55.66,48.47,51.99,"gbrtenw"
1915,54.32,42.9,48.29,"gbrtenw"
1916,57.07,40.46,47.99,"gbrtenw"
1917,57.24,37.22,46,"gbrtenw"
1918,50.25,33.38,40.9,"gbrtenw"
1919,56.62,51.49,54.07,"gbrtenw"
1920,58.73,54.29,56.51,"gbrtenw"
1921,60.22,56.26,58.25,"gbrtenw"
1922,59.52,55.65,57.6,"gbrtenw"
1923,61.68,57.69,59.7,"gbrtenw"
1924,60.69,56.7,58.71,"gbrtenw"
1925,60.83,56.88,58.87,"gbrtenw"
1926,62.05,58.01,60.04,"gbrtenw"
1927,61.37,57.26,59.33,"gbrtenw"
1928,62.53,58.33,60.45,"gbrtenw"
1929,59.97,55.91,57.95,"gbrtenw"
1930,63.46,59.1,61.3,"gbrtenw"
1931,62.42,58.26,60.35,"gbrtenw"
1932,63.02,59.01,61.03,"gbrtenw"
1933,62.92,58.99,60.98,"gbrtenw"
1934,63.73,59.73,61.75,"gbrtenw"
1935,64.55,60.45,62.52,"gbrtenw"
1936,64.42,60.12,62.28,"gbrtenw"
1937,64.47,60.18,62.34,"gbrtenw"
1938,65.94,61.4,63.69,"gbrtenw"
1939,66.23,61.82,64.05,"gbrtenw"
1940,63.93,57.33,60.57,"gbrtenw"
1941,64.82,58.68,61.72,"gbrtenw"
1942,67.38,59.25,63.21,"gbrtenw"
1943,67.29,58.03,62.51,"gbrtenw"
1944,68.21,57.72,62.76,"gbrtenw"
1945,68.73,55.74,61.86,"gbrtenw"
1946,69.26,64.7,67.02,"gbrtenw"
1947,69.17,64.45,66.84,"gbrtenw"
1948,71.12,66.48,68.85,"gbrtenw"
1949,70.72,66.14,68.48,"gbrtenw"
1950,71.31,66.51,68.96,"gbrtenw"
1951,71.03,65.9,68.51,"gbrtenw"
1952,72.48,67.09,69.84,"gbrtenw"
1953,72.62,67.32,70.04,"gbrtenw"
1954,73.13,67.65,70.45,"gbrtenw"
1955,73.09,67.58,70.4,"gbrtenw"
1956,73.36,67.77,70.62,"gbrtenw"
1957,73.59,67.83,70.77,"gbrtenw"
1958,73.77,67.99,70.94,"gbrtenw"
1959,73.88,68.14,71.08,"gbrtenw"
1960,74.16,68.26,71.28,"gbrtenw"
1961,73.88,68.02,71.01,"gbrtenw"
1962,74,68,71.05,"gbrtenw"
1963,73.95,67.92,70.98,"gbrtenw"
1964,74.79,68.61,71.76,"gbrtenw"
1965,74.82,68.56,71.74,"gbrtenw"
1966,74.75,68.48,71.66,"gbrtenw"
1967,75.26,69.09,72.24,"gbrtenw"
1968,74.92,68.74,71.88,"gbrtenw"
1969,74.98,68.64,71.85,"gbrtenw"
1970,75.21,68.91,72.1,"gbrtenw"
1971,75.5,69.22,72.41,"gbrtenw"
1972,75.26,69.05,72.2,"gbrtenw"
1973,75.5,69.27,72.42,"gbrtenw"
1974,75.68,69.48,72.62,"gbrtenw"
1975,75.89,69.73,72.86,"gbrtenw"
1976,75.87,69.75,72.85,"gbrtenw"
1977,76.35,70.24,73.34,"gbrtenw"
1978,76.29,70.16,73.26,"gbrtenw"
1979,76.39,70.28,73.38,"gbrtenw"
1980,76.76,70.74,73.8,"gbrtenw"
1981,77.07,71.08,74.13,"gbrtenw"
1982,77.17,71.26,74.26,"gbrtenw"
1983,77.4,71.48,74.49,"gbrtenw"
1984,77.76,71.9,74.89,"gbrtenw"
1985,77.54,71.8,74.72,"gbrtenw"
1986,77.84,72.03,74.99,"gbrtenw"
1987,78.13,72.42,75.33,"gbrtenw"
1988,78.23,72.56,75.45,"gbrtenw"
1989,78.3,72.81,75.62,"gbrtenw"
1990,78.69,73.04,75.93,"gbrtenw"
1991,78.78,73.28,76.09,"gbrtenw"
1992,79.14,73.72,76.5,"gbrtenw"
1993,78.98,73.68,76.39,"gbrtenw"
1994,79.49,74.21,76.92,"gbrtenw"
1995,79.37,74.14,76.81,"gbrtenw"
1996,79.59,74.47,77.09,"gbrtenw"
1997,79.75,74.79,77.33,"gbrtenw"
1998,79.88,74.95,77.48,"gbrtenw"
1999,79.95,75.12,77.59,"gbrtenw"
2000,80.38,75.63,78.07,"gbrtenw"
2001,80.6,75.96,78.34,"gbrtenw"
2002,80.71,76.13,78.48,"gbrtenw"
2003,80.67,76.32,78.56,"gbrtenw"
2004,81.26,76.91,79.15,"gbrtenw"
2005,81.4,77.18,79.35,"gbrtenw"
2006,81.69,77.39,79.6,"gbrtenw"
2007,81.84,77.66,79.8,"gbrtenw"
2008,81.89,77.83,79.91,"gbrtenw"
2009,82.43,78.29,80.41,"gbrtenw"
2010,82.55,78.63,80.64,"gbrtenw"
2011,82.94,79.05,81.04,"gbrtenw"
1950,64.25,59.85,62.07,"hun"
1951,64.74,60.13,62.45,"hun"
1952,66.24,61.74,64.01,"hun"
1953,65.87,61.77,63.84,"hun"
1954,67.28,63.48,65.41,"hun"
1955,68.74,64.89,66.85,"hun"
1956,68.44,63.57,66.03,"hun"
1957,68.58,64.14,66.39,"hun"
1958,69.45,65.29,67.4,"hun"
1959,69.51,65.04,67.31,"hun"
1960,70.17,65.92,68.08,"hun"
1961,71.19,66.76,69.01,"hun"
1962,70.14,65.68,67.94,"hun"
1963,71.21,66.62,68.96,"hun"
1964,71.85,67,69.46,"hun"
1965,71.53,66.7,69.15,"hun"
1966,72.23,67.5,69.9,"hun"
1967,72.04,66.87,69.48,"hun"
1968,71.94,66.63,69.31,"hun"
1969,72.05,66.67,69.38,"hun"
1970,72.09,66.31,69.21,"hun"
1971,72.08,66.12,69.1,"hun"
1972,72.61,66.83,69.74,"hun"
1973,72.55,66.63,69.6,"hun"
1974,72.27,66.35,69.32,"hun"
1975,72.45,66.28,69.37,"hun"
1976,72.61,66.69,69.66,"hun"
1977,73.1,66.76,69.93,"hun"
1978,72.83,66.15,69.47,"hun"
1979,73.18,66.23,69.68,"hun"
1980,72.76,65.52,69.09,"hun"
1981,72.92,65.48,69.15,"hun"
1982,73.2,65.63,69.36,"hun"
1983,72.97,65.05,68.93,"hun"
1984,73.13,64.98,68.97,"hun"
1985,73.01,64.96,68.91,"hun"
1986,73.15,65.19,69.1,"hun"
1987,73.7,65.56,69.57,"hun"
1988,73.98,65.99,69.94,"hun"
1989,73.72,65.23,69.39,"hun"
1990,73.78,65.15,69.38,"hun"
1991,73.96,65.1,69.43,"hun"
1992,73.94,64.66,69.17,"hun"
1993,73.99,64.66,69.19,"hun"
1994,74.46,65,69.6,"hun"
1995,74.74,65.43,69.98,"hun"
1996,75,66.29,70.6,"hun"
1997,75.47,66.65,71.02,"hun"
1998,75.55,66.45,70.94,"hun"
1999,75.54,66.7,71.07,"hun"
2000,76.08,67.53,71.8,"hun"
2001,76.61,68.23,72.44,"hun"
2002,76.75,68.34,72.57,"hun"
2003,76.73,68.38,72.58,"hun"
2004,77.19,68.73,72.99,"hun"
2005,77.15,68.68,72.94,"hun"
2006,77.65,69.16,73.44,"hun"
2007,77.63,69.35,73.53,"hun"
2008,78.08,69.92,74.06,"hun"
2009,78.23,70.21,74.29,"hun"
1950,66.74,64.5,65.57,"irl"
1951,66.11,63.51,64.75,"irl"
1952,68.69,65.77,67.16,"irl"
1953,69.22,66.69,67.91,"irl"
1954,69.7,66.46,68,"irl"
1955,69.65,66.48,68,"irl"
1956,70.72,67.34,68.96,"irl"
1957,70.64,67.49,69,"irl"
1958,71.13,67.57,69.27,"irl"
1959,71.42,67.6,69.42,"irl"
1960,71.99,68.48,70.17,"irl"
1961,71.6,67.85,69.64,"irl"
1962,72.11,67.97,69.95,"irl"
1963,72.26,68.29,70.19,"irl"
1964,72.59,68.49,70.44,"irl"
1965,72.94,68.55,70.64,"irl"
1966,72.44,68.1,70.15,"irl"
1967,73.52,69.08,71.2,"irl"
1968,73.27,68.72,70.88,"irl"
1969,73.08,68.72,70.8,"irl"
1970,73.33,68.58,70.83,"irl"
1971,74.18,69.29,71.62,"irl"
1972,73.57,68.59,70.96,"irl"
1973,73.88,68.72,71.17,"irl"
1974,73.84,68.64,71.11,"irl"
1975,74.46,69.17,71.69,"irl"
1976,74.47,69.36,71.8,"irl"
1977,74.63,69.49,71.94,"irl"
1978,74.77,69.35,71.93,"irl"
1979,75.29,69.39,72.18,"irl"
1980,75.38,69.93,72.53,"irl"
1981,75.88,70.16,72.88,"irl"
1982,76.09,70.47,73.16,"irl"
1983,76.21,70.4,73.18,"irl"
1984,76.56,70.92,73.63,"irl"
1985,76.62,70.75,73.56,"irl"
1986,76.62,70.84,73.61,"irl"
1987,77.35,71.65,74.4,"irl"
1988,77.32,71.71,74.43,"irl"
1989,77.3,71.77,74.46,"irl"
1990,77.72,72.13,74.85,"irl"
1991,77.9,72.29,75.03,"irl"
1992,78.29,72.68,75.42,"irl"
1993,78.17,72.56,75.29,"irl"
1994,78.66,73.06,75.8,"irl"
1995,78.32,72.76,75.48,"irl"
1996,78.72,73.07,75.84,"irl"
1997,78.69,73.37,75.99,"irl"
1998,79.11,73.42,76.21,"irl"
1999,78.88,73.46,76.13,"irl"
2000,79.23,73.98,76.58,"irl"
2001,79.81,74.53,77.15,"irl"
2002,80.32,75,77.65,"irl"
2003,80.61,75.69,78.16,"irl"
2004,81.05,76.07,78.57,"irl"
2005,81.5,77.14,79.35,"irl"
2006,81.6,76.84,79.23,"irl"
2007,81.88,77.24,79.57,"irl"
2008,82.07,77.41,79.75,"irl"
2009,82.23,77.24,79.74,"irl"
1838,34.23,30.56,32.4,"isl"
1839,29.41,26.48,27.95,"isl"
1840,32.61,31.24,31.94,"isl"
1841,41.94,38.55,40.23,"isl"
1842,45.14,35.58,40.14,"isl"
1843,28.21,22.76,25.35,"isl"
1844,44.96,40.81,42.91,"isl"
1845,43.82,39.03,41.37,"isl"
1846,18.82,17.86,18.32,"isl"
1847,36,30.1,32.98,"isl"
1848,44.54,38.45,41.47,"isl"
1849,39.86,34.56,37.2,"isl"
1850,38.29,35,36.62,"isl"
1851,32.84,27.54,30.07,"isl"
1852,43.7,40.45,42.05,"isl"
1853,52.22,45.08,48.61,"isl"
1854,47.17,39.35,43.08,"isl"
1855,41.17,35.33,38.15,"isl"
1856,46.56,38.4,42.34,"isl"
1857,42.96,36.17,39.47,"isl"
1858,36.67,33,34.84,"isl"
1859,31.75,27.79,29.73,"isl"
1860,21.46,18.21,19.77,"isl"
1861,29.28,25.01,27.1,"isl"
1862,28.41,25.55,26.98,"isl"
1863,39.18,31.77,35.16,"isl"
1864,38.75,31.27,34.86,"isl"
1865,37.23,31.33,34.17,"isl"
1866,28.86,25.61,27.19,"isl"
1867,42.7,32.91,37.57,"isl"
1868,38.66,30.9,34.64,"isl"
1869,30.1,26.04,28.06,"isl"
1870,42.51,34.46,38.34,"isl"
1871,38.15,32.19,35.05,"isl"
1872,25.88,24.34,25.18,"isl"
1873,38.55,34.72,36.63,"isl"
1874,41.99,37.28,39.66,"isl"
1875,40.02,33.27,36.6,"isl"
1876,43.12,37.4,40.31,"isl"
1877,48.42,40.98,44.71,"isl"
1878,44.82,38.47,41.63,"isl"
1879,44.77,35.04,39.54,"isl"
1880,44.73,39.91,42.34,"isl"
1881,37.22,34.28,35.85,"isl"
1882,18.83,16.76,17.76,"isl"
1883,32.53,28.09,30.28,"isl"
1884,45.51,38.93,42.18,"isl"
1885,48.83,42.25,45.51,"isl"
1886,47.25,42.81,44.99,"isl"
1887,44.56,37,40.65,"isl"
1888,51.08,42.79,46.83,"isl"
1889,54.39,50.44,52.52,"isl"
1890,38.9,34.27,36.58,"isl"
1891,46.1,48.8,47.51,"isl"
1892,55.53,49.87,52.74,"isl"
1893,57.13,48.27,52.59,"isl"
1894,49.24,40.73,44.79,"isl"
1895,54.62,50.4,52.58,"isl"
1896,56.04,50.39,53.27,"isl"
1897,50.73,46.13,48.48,"isl"
1898,47.7,40.83,44.19,"isl"
1899,53.52,46.21,49.81,"isl"
1900,49.61,43.72,46.65,"isl"
1901,56.44,49.54,53.01,"isl"
1902,51.84,49.29,50.6,"isl"
1903,49.78,47.54,48.76,"isl"
1904,54.96,50.23,52.64,"isl"
1905,52.94,46.24,49.5,"isl"
1906,59.15,48.45,53.55,"isl"
1907,52.35,47.09,49.73,"isl"
1908,48.91,42.77,45.79,"isl"
1909,52.95,51.56,52.35,"isl"
1910,54.6,50.57,52.65,"isl"
1911,58.11,52.68,55.44,"isl"
1912,59.39,52.67,56.01,"isl"
1913,61.23,56.56,58.94,"isl"
1914,55.51,48.35,51.9,"isl"
1915,56.5,50.75,53.64,"isl"
1916,58.57,50.58,54.48,"isl"
1917,61.51,56.39,58.98,"isl"
1918,52.73,49.41,51.08,"isl"
1919,60.42,56.39,58.49,"isl"
1920,56.34,52.64,54.56,"isl"
1921,58.04,50.51,54.16,"isl"
1922,60.91,53.14,56.93,"isl"
1923,60.74,54.6,57.66,"isl"
1924,57.66,50.5,54,"isl"
1925,59.7,56.69,58.29,"isl"
1926,62.92,58.47,60.75,"isl"
1927,60.1,55.96,58.05,"isl"
1928,62.2,61.09,61.74,"isl"
1929,61.13,59.82,60.53,"isl"
1930,62.55,57.83,60.25,"isl"
1931,62,59.47,60.81,"isl"
1932,64.13,60.05,62.13,"isl"
1933,65.76,60.25,63,"isl"
1934,64.72,61.89,63.36,"isl"
1935,61.58,57.31,59.47,"isl"
1936,66.38,59.15,62.72,"isl"
1937,65.3,61.59,63.47,"isl"
1938,68.25,62.02,65.08,"isl"
1939,68.01,63.91,65.96,"isl"
1940,68.74,62.85,65.77,"isl"
1941,67.08,59.53,63.17,"isl"
1942,65.99,62.26,64.12,"isl"
1943,66.66,63.77,65.22,"isl"
1944,69.01,64.51,66.77,"isl"
1945,69.22,65.79,67.52,"isl"
1946,71.74,65.44,68.54,"isl"
1947,71.33,67.36,69.34,"isl"
1948,70.64,69.66,70.19,"isl"
1949,73.24,69.64,71.43,"isl"
1950,73.53,68.53,71.02,"isl"
1951,72.8,69.18,71.04,"isl"
1952,74.89,70.1,72.5,"isl"
1953,74.36,70.27,72.33,"isl"
1954,75.62,71.07,73.35,"isl"
1955,75.92,70.74,73.3,"isl"
1956,74.32,71.52,72.95,"isl"
1957,75.16,71.74,73.44,"isl"
1958,75.97,70.97,73.4,"isl"
1959,75.67,69.83,72.67,"isl"
1960,75.79,72.45,74.09,"isl"
1961,76.2,70.78,73.4,"isl"
1962,76.08,71.4,73.67,"isl"
1963,76.03,70.17,72.99,"isl"
1964,76.35,70.93,73.55,"isl"
1965,76.44,71.4,73.84,"isl"
1966,76.33,70.26,73.2,"isl"
1967,76.5,71.1,73.71,"isl"
1968,76.41,71.54,73.9,"isl"
1969,76.38,71.16,73.68,"isl"
1970,77.24,70.68,73.8,"isl"
1971,76.5,70.79,73.53,"isl"
1972,76.89,72.13,74.46,"isl"
1973,77.37,71.45,74.31,"isl"
1974,77.92,71.07,74.33,"isl"
